marker_number	male_position	female_position
323	9.375	9.375
324	9.375	9.375
326	9.375	9.375
327	9.375	9.375
330	9.375	9.375
331	9.375	9.375
332	9.375	9.375
333	9.375	9.375
334	9.659	9.659
341	9.659	9.659
342	9.659	9.659
343	9.659	9.659
344	9.659	9.659
346	9.659	9.659
347	9.659	9.659
348	9.659	9.659
349	9.659	9.659
354	10.795	10.795
355	10.795	10.795
358	10.795	10.795
360	10.795	10.795
361	10.795	10.795
363	10.795	10.795
364	10.795	10.795
384	10.795	10.795
389	10.795	10.795
390	10.795	10.795
391	10.795	10.795
392	10.795	10.795
393	10.795	10.795
396	10.795	10.795
397	10.795	10.795
400	10.795	10.795
401	10.795	10.795
402	10.795	10.795
409	10.795	10.795
422	10.795	10.795
423	10.795	10.795
424	10.795	10.795
431	10.795	10.795
432	10.795	10.795
433	10.795	10.795
434	10.795	10.795
438	10.795	10.795
441	10.795	10.795
442	10.795	10.795
445	10.795	10.795
446	10.795	10.795
447	10.795	10.795
448	10.795	10.795
449	10.795	10.795
450	11.080	11.080
452	11.080	11.080
453	11.080	11.080
454	11.080	11.080
456	11.080	11.080
457	11.080	11.080
458	11.080	11.080
459	11.080	11.080
460	11.080	11.080
462	11.080	11.080
463	11.080	11.080
464	11.080	11.080
474	11.080	11.080
475	11.080	11.080
476	11.080	11.080
477	11.080	11.080
478	11.080	11.080
479	11.080	11.080
480	11.080	11.080
481	11.080	11.080
482	11.080	11.080
483	11.080	11.080
484	11.080	11.080
485	11.080	11.080
487	11.080	11.080
488	11.080	11.080
489	11.080	11.080
490	11.080	11.080
491	11.080	11.080
492	11.080	11.080
493	11.080	11.080
494	11.080	11.080
495	11.080	11.080
496	11.080	11.080
497	11.080	11.080
498	11.080	11.080
499	11.080	11.080
500	11.080	11.080
501	11.080	11.080
502	11.080	11.080
503	11.080	11.080
504	11.080	11.080
505	11.080	11.080
506	11.080	11.080
507	11.080	11.080
508	11.080	11.080
509	11.080	11.080
510	11.080	11.080
511	11.080	11.080
512	11.080	11.080
513	11.080	11.080
514	11.080	11.080
515	11.080	11.080
516	11.080	11.080
517	11.080	11.080
518	11.080	11.080
519	11.080	11.080
520	11.080	11.080
521	11.080	11.080
522	11.080	11.080
523	11.080	11.080
524	11.080	11.080
525	11.080	11.080
526	11.080	11.080
527	11.364	11.364
528	11.364	11.364
529	11.364	11.364
530	11.364	11.364
531	11.364	11.364
533	12.500	12.500
534	12.500	12.500
535	12.500	12.500
536	12.500	12.500
537	12.500	12.500
538	12.500	12.500
540	12.500	12.500
541	12.500	12.500
542	12.500	12.500
543	12.500	12.500
544	12.500	12.500
545	12.500	12.500
546	12.500	12.500
547	12.500	12.500
548	12.784	12.784
549	12.784	12.784
550	12.784	12.784
551	12.784	12.784
552	12.784	12.784
560	12.784	12.784
561	12.784	12.784
562	12.784	12.784
565	12.784	12.784
566	12.784	12.784
567	12.784	12.784
568	12.784	12.784
569	12.784	12.784
570	12.784	12.784
571	12.784	12.784
572	12.784	12.784
573	12.784	12.784
574	12.784	12.784
575	12.784	12.784
576	13.636	13.636
577	13.636	13.636
578	13.636	13.636
579	13.636	13.636
581	13.636	13.636
582	13.636	13.636
584	13.636	13.636
585	13.636	13.636
586	13.636	13.636
587	13.636	13.636
588	13.636	13.636
589	13.636	13.636
590	13.636	13.636
591	13.636	13.636
592	13.636	13.636
595	13.636	13.636
596	13.636	13.636
597	13.636	13.636
598	13.636	13.636
599	13.636	13.636
616	13.636	13.636
617	13.636	13.636
619	13.636	13.636
620	13.636	13.636
621	13.636	13.636
630	13.636	13.636
631	13.636	13.636
632	13.636	13.636
633	13.636	13.636
634	13.636	13.636
635	13.636	13.636
636	13.636	13.636
637	13.636	13.636
639	13.636	13.636
643	13.636	13.636
644	13.636	13.636
646	13.636	13.636
647	13.636	13.636
648	13.636	13.636
649	13.636	13.636
650	13.636	13.636
652	13.636	13.636
653	13.636	13.636
654	13.636	13.636
655	13.636	13.636
656	13.636	13.636
657	13.636	13.636
659	13.636	13.636
661	13.636	13.636
662	13.636	13.636
666	13.636	13.636
667	13.920	13.920
668	13.920	13.920
672	13.920	13.920
673	13.920	13.920
674	13.920	13.920
675	13.920	13.920
676	13.920	13.920
677	13.920	13.920
678	13.920	13.920
679	13.920	13.920
680	13.920	13.920
681	13.920	13.920
682	13.920	13.920
684	13.920	13.920
685	13.920	13.920
686	13.920	13.920
687	13.920	13.920
688	13.920	13.920
689	13.920	13.920
690	13.920	13.920
691	13.920	13.920
692	13.920	13.920
693	13.920	13.920
694	13.920	13.920
695	13.920	13.920
696	13.920	13.920
697	13.920	13.920
698	13.920	13.920
699	13.920	13.920
700	13.920	13.920
701	13.920	13.920
702	13.920	13.920
703	13.920	13.920
704	13.920	13.920
705	13.920	13.920
706	13.920	13.920
707	13.920	13.920
708	13.920	13.920
709	13.920	13.920
710	13.920	13.920
718	13.920	13.920
719	13.920	13.920
720	13.920	13.920
721	13.920	13.920
722	13.920	13.920
723	13.920	13.920
725	13.920	13.920
726	13.920	13.920
730	13.920	13.920
731	13.920	13.920
732	13.920	13.920
733	13.920	13.920
734	13.920	13.920
735	13.920	13.920
736	13.920	13.920
737	13.920	13.920
738	13.920	13.920
739	13.920	13.920
740	13.920	13.920
741	13.920	13.920
742	13.920	13.920
743	13.920	13.920
773	13.920	13.920
778	13.920	13.920
783	13.920	13.920
785	13.920	13.920
786	13.920	13.920
801	13.920	13.920
802	13.920	13.920
803	13.920	13.920
804	13.920	13.920
805	13.920	13.920
806	13.920	13.920
807	13.920	13.920
808	13.920	13.920
809	13.920	13.920
810	13.920	13.920
811	13.920	13.920
812	13.920	13.920
813	13.920	13.920
814	13.920	13.920
815	13.920	13.920
816	13.920	13.920
817	13.920	13.920
818	13.920	13.920
831	13.920	13.920
832	13.920	13.920
859	13.920	13.920
874	13.920	13.920
875	13.920	13.920
876	13.920	13.920
877	13.920	13.920
879	13.920	13.920
881	13.920	13.920
882	13.920	13.920
883	13.920	13.920
884	13.920	13.920
885	13.920	13.920
886	13.920	13.920
887	13.920	13.920
888	13.920	13.920
889	13.920	13.920
895	13.920	13.920
906	13.920	13.920
907	13.920	13.920
908	13.920	13.920
910	13.920	13.920
911	13.920	13.920
912	13.920	13.920
913	13.920	13.920
930	13.920	13.920
937	13.920	13.920
938	13.920	13.920
939	13.920	13.920
940	13.920	13.920
941	13.920	13.920
942	13.920	13.920
943	13.920	13.920
963	13.920	13.920
965	13.920	13.920
977	13.920	13.920
978	13.920	13.920
979	13.920	13.920
980	13.920	13.920
981	13.920	13.920
982	13.920	13.920
983	13.920	13.920
984	13.920	13.920
985	13.920	13.920
986	13.920	13.920
987	13.920	13.920
988	13.920	13.920
989	13.920	13.920
990	13.920	13.920
1012	14.205	14.205
1013	14.205	14.205
1014	14.205	14.205
1015	14.205	14.205
1016	14.205	14.205
1017	14.205	14.205
1021	14.205	14.205
1024	14.205	14.205
1025	14.205	14.205
1026	14.205	14.205
1027	14.205	14.205
1028	14.205	14.205
1029	14.205	14.205
1030	14.205	14.205
1031	14.205	14.205
1032	14.205	14.205
1033	14.205	14.205
1034	14.205	14.205
1035	14.205	14.205
1048	14.205	14.205
1049	14.205	14.205
1050	14.205	14.205
1068	14.205	14.205
1069	14.205	14.205
1070	14.205	14.205
1071	14.205	14.205
1073	14.205	14.205
1093	14.205	14.205
1108	14.205	14.205
1123	14.205	14.205
1124	14.205	14.205
1125	14.205	14.205
1127	14.205	14.205
1129	14.205	14.205
1130	14.205	14.205
1140	15.057	15.057
1141	15.057	15.057
1142	15.057	15.057
1143	15.341	15.341
1144	15.341	15.341
1145	15.341	15.341
1146	15.341	15.341
1147	15.341	15.341
1148	15.341	15.341
1149	15.341	15.341
1150	15.341	15.341
1151	15.341	15.341
1152	15.341	15.341
1153	15.341	15.341
1154	16.193	16.193
1155	16.193	16.193
1157	16.193	16.193
1158	16.193	16.193
1159	16.193	16.193
1160	16.193	16.193
1166	16.477	16.477
1168	16.477	16.477
1169	16.477	16.477
1170	16.477	16.477
1172	16.477	16.477
1174	16.477	16.477
1176	16.477	16.477
1177	16.477	16.477
1179	16.477	16.477
1180	16.477	16.477
1181	16.477	16.477
1182	16.477	16.477
1184	16.477	16.477
1188	16.477	16.477
1189	16.477	16.477
1190	16.477	16.477
1193	16.477	16.477
1195	16.477	16.477
1199	16.477	16.477
1200	16.477	16.477
1208	16.477	16.477
1209	16.477	16.477
1210	16.477	16.477
1211	16.477	16.477
1216	16.477	16.477
1217	16.477	16.477
1218	16.477	16.477
1219	16.477	16.477
1220	16.477	16.477
1221	16.477	16.477
1222	16.477	16.477
1227	16.477	16.477
1228	16.477	16.477
1229	16.477	16.477
1230	16.477	16.477
1231	16.477	16.477
1232	16.477	16.477
1236	16.477	16.477
1238	16.477	16.477
1239	16.477	16.477
1240	16.477	16.477
1241	16.477	16.477
1242	16.477	16.477
1243	16.477	16.477
1244	16.477	16.477
1245	16.477	16.477
1247	16.477	16.477
1248	16.477	16.477
1249	16.477	16.477
1250	16.477	16.477
1251	16.477	16.477
1252	16.477	16.477
1253	16.477	16.477
1254	16.477	16.477
1258	16.477	16.477
1259	16.477	16.477
1260	16.477	16.477
1261	16.477	16.477
1262	16.477	16.477
1263	16.477	16.477
1264	16.477	16.477
1268	16.477	16.477
1269	16.477	16.477
1270	16.477	16.477
1271	16.477	16.477
1272	16.477	16.477
1273	16.477	16.477
1274	16.477	16.477
1275	16.477	16.477
1276	16.477	16.477
1277	16.477	16.477
1278	16.477	16.477
1279	16.477	16.477
1280	16.477	16.477
1281	16.477	16.477
1283	16.477	16.477
1284	16.477	16.477
1285	16.477	16.477
1286	16.477	16.477
1289	16.477	16.477
1290	16.477	16.477
1291	16.477	16.477
1292	16.477	16.477
1293	16.477	16.477
1294	16.477	16.477
1295	16.477	16.477
1296	16.477	16.477
1297	16.477	16.477
1298	16.477	16.477
1299	16.477	16.477
1300	16.477	16.477
1301	16.477	16.477
1302	16.477	16.477
1303	16.477	16.477
1304	16.477	16.477
1305	16.477	16.477
1306	16.477	16.477
1307	16.477	16.477
1308	16.477	16.477
1309	16.477	16.477
1310	16.477	16.477
1312	16.477	16.477
1313	16.477	16.477
1315	16.477	16.477
1316	16.477	16.477
1317	16.477	16.477
1326	16.477	16.477
1330	16.477	16.477
1331	16.477	16.477
1332	16.477	16.477
1333	16.477	16.477
1334	16.477	16.477
1335	16.477	16.477
1336	16.477	16.477
1337	16.477	16.477
1338	16.477	16.477
1339	16.477	16.477
1340	16.477	16.477
1343	16.477	16.477
1344	16.477	16.477
1345	16.477	16.477
1348	16.477	16.477
1349	16.477	16.477
1350	16.477	16.477
1353	16.477	16.477
1355	16.477	16.477
1356	16.477	16.477
1357	16.477	16.477
1358	16.477	16.477
1363	16.477	16.477
1365	16.477	16.477
1368	16.477	16.477
1372	16.477	16.477
1373	16.477	16.477
1374	16.477	16.477
1375	16.477	16.477
1376	16.761	16.761
1377	16.761	16.761
1378	16.761	16.761
1379	16.761	16.761
1380	16.761	16.761
1381	16.761	16.761
1383	16.761	16.761
1384	16.761	16.761
1385	16.761	16.761
1386	16.761	16.761
1387	16.761	16.761
1388	16.761	16.761
1389	16.761	16.761
1392	16.761	16.761
1393	16.761	16.761
1394	16.761	16.761
1395	16.761	16.761
1396	16.761	16.761
1397	16.761	16.761
1398	16.761	16.761
1399	16.761	16.761
1400	16.761	16.761
1401	16.761	16.761
1402	16.761	16.761
1407	16.761	16.761
1409	16.761	16.761
1410	16.761	16.761
1412	16.761	16.761
1414	16.761	16.761
1415	16.761	16.761
1416	16.761	16.761
1417	16.761	16.761
1418	16.761	16.761
1425	16.761	16.761
1426	16.761	16.761
1430	16.761	16.761
1431	16.761	16.761
1432	16.761	16.761
1436	16.761	16.761
1439	17.045	17.045
1440	17.045	17.045
1441	17.045	17.045
1442	17.045	17.045
1444	17.045	17.045
1447	17.045	17.045
1448	17.045	17.045
1449	17.045	17.045
1450	17.045	17.045
1451	17.045	17.045
1452	17.045	17.045
1453	17.045	17.045
1454	17.045	17.045
1455	17.045	17.045
1456	17.045	17.045
1457	17.045	17.045
1458	17.045	17.045
1460	17.045	17.045
1461	17.045	17.045
1462	17.045	17.045
1464	17.045	17.045
1469	17.045	17.045
1470	17.045	17.045
1471	17.045	17.045
1472	17.045	17.045
1473	17.045	17.045
1474	17.045	17.045
1475	17.045	17.045
1476	17.045	17.045
1478	17.045	17.045
1480	17.045	17.045
1482	17.045	17.045
1483	17.045	17.045
1484	17.045	17.045
1485	17.045	17.045
1486	17.045	17.045
1487	17.045	17.045
1488	17.045	17.045
1490	17.045	17.045
1492	17.045	17.045
1507	17.045	17.045
1508	17.045	17.045
1511	17.045	17.045
1512	17.045	17.045
1514	17.045	17.045
1516	17.045	17.045
1517	17.045	17.045
1523	17.045	17.045
1531	17.045	17.045
1533	17.045	17.045
1543	17.045	17.045
1544	17.045	17.045
1545	17.045	17.045
1546	17.045	17.045
1547	17.045	17.045
1548	17.045	17.045
1549	17.045	17.045
1552	17.045	17.045
1554	17.045	17.045
1556	17.045	17.045
1557	17.045	17.045
1558	17.045	17.045
1559	17.045	17.045
1560	17.045	17.045
1562	17.045	17.045
1563	17.045	17.045
1565	17.045	17.045
1567	17.045	17.045
1568	17.045	17.045
1569	17.045	17.045
1583	17.045	17.045
1584	17.045	17.045
1585	17.045	17.045
1589	17.614	17.614
1590	17.614	17.614
1591	17.614	17.614
1592	17.614	17.614
1593	17.614	17.614
1595	17.614	17.614
1598	17.614	17.614
1599	17.898	17.898
1604	17.898	17.898
1606	17.898	17.898
1607	17.898	17.898
1615	18.182	18.182
1616	18.182	18.182
1620	18.182	18.182
1621	18.182	18.182
1628	18.182	18.182
1629	18.182	18.182
1630	18.182	18.182
1631	18.182	18.182
1637	18.182	18.182
1638	18.182	18.182
1639	18.182	18.182
1642	18.182	18.182
1643	18.182	18.182
1645	18.182	18.182
1646	18.182	18.182
1647	18.182	18.182
1651	18.466	18.466
1655	18.466	18.466
1658	18.750	18.750
1659	18.750	18.750
1660	19.602	19.602
1661	19.602	19.602
1662	19.886	19.886
1671	19.886	19.886
1673	19.886	19.886
1674	19.886	19.886
1675	19.886	19.886
1676	19.886	19.886
1677	19.886	19.886
1678	19.886	19.886
1679	19.886	19.886
1681	19.886	19.886
1682	19.886	19.886
1683	19.886	19.886
1686	19.886	19.886
1687	19.886	19.886
1688	19.886	19.886
1690	19.886	19.886
1691	19.886	19.886
1693	19.886	19.886
1694	19.886	19.886
1695	19.886	19.886
1696	19.886	19.886
1697	19.886	19.886
1698	19.886	19.886
1699	19.886	19.886
1700	19.886	19.886
1701	19.886	19.886
1702	19.886	19.886
1704	19.886	19.886
1707	19.886	19.886
1710	19.886	19.886
1711	19.886	19.886
1712	19.886	19.886
1713	19.886	19.886
1714	19.886	19.886
1715	19.886	19.886
1719	19.886	19.886
1721	19.886	19.886
1723	19.886	19.886
1724	19.886	19.886
1725	19.886	19.886
1726	19.886	19.886
1732	19.886	19.886
1734	19.886	19.886
1735	19.886	19.886
1736	19.886	19.886
1738	19.886	19.886
1740	19.886	19.886
1748	19.886	19.886
1750	19.886	19.886
1751	19.886	19.886
1752	19.886	19.886
1753	19.886	19.886
1754	19.886	19.886
1755	19.886	19.886
1760	19.886	19.886
1764	19.886	19.886
1765	19.886	19.886
1767	19.886	19.886
1768	19.886	19.886
1769	19.886	19.886
1777	19.886	19.886
1778	19.886	19.886
1779	19.886	19.886
1780	19.886	19.886
1781	19.886	19.886
1782	19.886	19.886
1790	19.886	19.886
1793	19.886	19.886
1794	19.886	19.886
1795	19.886	19.886
1796	19.886	19.886
1797	19.886	19.886
1798	19.886	19.886
1799	19.886	19.886
1800	19.886	19.886
1801	20.170	20.170
1804	20.170	20.170
1815	20.170	20.170
1816	20.170	20.170
1817	20.170	20.170
1819	20.170	20.170
1823	20.170	20.170
1824	20.170	20.170
1826	20.170	20.170
1827	20.170	20.170
1846	20.170	20.170
1850	20.170	20.170
1851	20.170	20.170
1857	20.170	20.170
1859	20.170	20.170
1860	20.170	20.170
1861	20.170	20.170
1862	20.170	20.170
1864	20.170	20.170
1873	20.170	20.170
1875	20.170	20.170
1876	20.170	20.170
1877	20.170	20.170
1878	20.170	20.170
1880	20.170	20.170
1882	20.170	20.170
1883	20.170	20.170
1884	20.170	20.170
1886	20.170	20.170
1887	20.170	20.170
1888	20.170	20.170
1894	20.170	20.170
1895	20.170	20.170
1899	20.170	20.170
1900	20.170	20.170
1901	20.170	20.170
1904	20.170	20.170
1909	20.170	20.170
1917	20.170	20.170
1920	20.170	20.170
1921	20.170	20.170
1922	20.170	20.170
1924	20.170	20.170
1928	20.170	20.170
1929	20.170	20.170
1930	20.170	20.170
1931	20.170	20.170
1933	20.170	20.170
1938	20.170	20.170
1943	20.170	20.170
1944	20.170	20.170
1946	20.170	20.170
1951	20.170	20.170
1956	20.170	20.170
1959	20.170	20.170
1963	20.170	20.170
1968	20.170	20.170
1969	20.170	20.170
1970	20.170	20.170
1972	20.170	20.170
1973	20.170	20.170
1978	20.170	20.170
1980	20.170	20.170
1981	20.170	20.170
1982	20.170	20.170
1983	20.170	20.170
1988	20.170	20.170
1989	20.170	20.170
1990	20.170	20.170
1995	20.170	20.170
1996	20.170	20.170
1999	20.170	20.170
2001	20.170	20.170
2002	20.170	20.170
2003	20.170	20.170
2004	20.170	20.170
2005	20.170	20.170
2007	20.739	20.739
2008	20.739	20.739
2009	20.739	20.739
2010	20.739	20.739
2011	20.739	20.739
2016	20.739	20.739
2018	20.739	20.739
2019	20.739	20.739
2020	20.739	20.739
2021	20.739	20.739
2022	21.591	21.591
2023	21.591	21.591
2024	21.591	21.591
2044	21.591	21.591
2047	21.591	21.591
2053	21.875	21.875
2055	21.875	21.875
2060	21.875	21.875
2062	21.875	21.875
2063	21.875	21.875
2064	21.875	21.875
2065	21.875	21.875
2066	21.875	21.875
2068	21.875	21.875
2069	21.875	21.875
2072	21.875	21.875
2074	21.875	21.875
2075	21.875	21.875
2076	21.875	21.875
2077	22.727	22.727
2078	22.727	22.727
2082	22.727	22.727
2088	22.727	22.727
2089	22.727	22.727
2090	22.727	22.727
2095	22.727	22.727
2097	22.727	22.727
2104	22.727	22.727
2105	22.727	22.727
2106	22.727	22.727
2107	22.727	22.727
2108	22.727	22.727
2109	22.727	22.727
2115	22.727	22.727
2116	22.727	22.727
2119	22.727	22.727
2120	22.727	22.727
2121	22.727	22.727
2125	22.727	22.727
2126	22.727	22.727
2127	22.727	22.727
2128	22.727	22.727
2129	22.727	22.727
2130	22.727	22.727
2132	22.727	22.727
2133	22.727	22.727
2134	22.727	22.727
2135	22.727	22.727
2137	22.727	22.727
2139	22.727	22.727
2140	22.727	22.727
2142	22.727	22.727
2143	22.727	22.727
2146	23.011	23.011
2147	23.011	23.011
2149	23.011	23.011
2166	23.011	23.011
2172	23.011	23.011
2173	23.011	23.011
2177	23.011	23.011
2178	23.011	23.011
2179	23.011	23.011
2180	23.011	23.011
2181	23.011	23.011
2187	23.011	23.011
2188	23.011	23.011
2189	23.295	23.295
2190	23.295	23.295
2191	23.295	23.295
2192	23.580	23.580
2193	23.580	23.580
2198	23.580	23.580
2199	23.580	23.580
2200	23.580	23.580
2201	23.580	23.580
2202	23.580	23.580
2203	23.580	23.580
2204	23.580	23.580
2206	23.580	23.580
2207	23.580	23.580
2208	23.580	23.580
2209	23.580	23.580
2210	23.580	23.580
2211	23.580	23.580
2213	23.580	23.580
2214	23.580	23.580
2215	23.580	23.580
2216	23.580	23.580
2217	23.580	23.580
2218	23.580	23.580
2219	23.580	23.580
2220	23.580	23.580
2221	23.580	23.580
2222	23.580	23.580
2223	23.580	23.580
2224	23.580	23.580
2225	23.580	23.580
2227	23.580	23.580
2228	23.580	23.580
2229	23.580	23.580
2230	23.580	23.580
2234	23.580	23.580
2236	23.864	23.864
2237	23.864	23.864
2240	23.864	23.864
2250	23.864	23.864
2252	23.864	23.864
2253	23.864	23.864
2254	23.864	23.864
2256	23.864	23.864
2267	24.432	24.432
2268	24.432	24.432
2269	24.432	24.432
2270	24.432	24.432
2272	24.432	24.432
2274	24.432	24.432
2277	24.432	24.432
2279	24.432	24.432
2280	24.432	24.432
2283	24.432	24.432
2284	24.432	24.432
2285	24.432	24.432
2300	24.432	24.432
2301	24.432	24.432
2304	24.432	24.432
2308	24.432	24.432
2311	24.432	24.432
2313	24.432	24.432
2314	24.432	24.432
2316	24.432	24.432
2319	24.432	24.432
2320	24.432	24.432
2323	24.432	24.432
2325	24.432	24.432
2326	24.432	24.432
2332	24.432	24.432
2333	24.432	24.432
2334	24.432	24.432
2335	24.432	24.432
2336	24.432	24.432
2337	24.432	24.432
2338	24.432	24.432
2342	24.432	24.432
2343	24.432	24.432
2345	24.432	24.432
2346	24.432	24.432
2347	24.432	24.432
2351	24.432	24.432
2359	24.432	24.432
2363	24.432	24.432
2364	24.432	24.432
2369	24.432	24.432
2372	24.432	24.432
2377	24.432	24.432
2379	24.432	24.432
2383	24.432	24.432
2385	24.432	24.432
2396	24.432	24.432
2397	24.432	24.432
2399	24.432	24.432
2400	24.432	24.432
2408	24.432	24.432
2419	24.432	24.432
2420	24.432	24.432
2421	24.432	24.432
2422	24.432	24.432
2438	24.432	24.432
2439	24.432	24.432
2440	24.432	24.432
2441	24.432	24.432
2449	24.716	24.716
2462	25.000	25.000
2463	25.000	25.000
2464	25.000	25.000
2465	25.000	25.000
2466	25.000	25.000
2467	25.000	25.000
2471	25.000	25.000
2472	25.000	25.000
2477	25.000	25.000
2479	25.000	25.000
2482	25.000	25.000
2487	25.000	25.000
2488	25.000	25.000
2489	25.000	25.000
2490	25.000	25.000
2491	25.000	25.000
2492	25.000	25.000
2495	25.000	25.000
2496	25.000	25.000
2497	25.000	25.000
2498	25.000	25.000
2500	25.000	25.000
2504	25.000	25.000
2518	25.000	25.000
2519	25.000	25.000
2520	25.000	25.000
2534	25.000	25.000
2535	25.000	25.000
2536	25.000	25.000
2537	25.000	25.000
2538	25.000	25.000
2539	25.000	25.000
2540	25.000	25.000
2543	25.284	25.284
2544	25.284	25.284
2545	25.284	25.284
2547	25.284	25.284
2557	25.284	25.284
2558	25.284	25.284
2560	25.284	25.284
2562	25.284	25.284
2577	25.284	25.284
2578	25.284	25.284
2579	25.284	25.284
2580	25.284	25.284
2581	25.284	25.284
2582	25.284	25.284
2583	25.284	25.284
2584	25.284	25.284
2587	25.284	25.284
2589	25.852	25.852
2590	25.852	25.852
2591	25.852	25.852
2592	25.852	25.852
2593	25.852	25.852
2597	25.852	25.852
2599	25.852	25.852
2600	25.852	25.852
2601	25.852	25.852
2602	25.852	25.852
2604	25.852	25.852
2605	25.852	25.852
2606	25.852	25.852
2607	25.852	25.852
2608	25.852	25.852
2610	25.852	25.852
2611	25.852	25.852
2612	25.852	25.852
2613	25.852	25.852
2614	25.852	25.852
2615	25.852	25.852
2616	25.852	25.852
2620	25.852	25.852
2621	25.852	25.852
2623	25.852	25.852
2626	25.852	25.852
2628	25.852	25.852
2629	25.852	25.852
2630	25.852	25.852
2631	25.852	25.852
2632	25.852	25.852
2633	25.852	25.852
2634	25.852	25.852
2635	25.852	25.852
2645	25.852	25.852
2646	25.852	25.852
2647	25.852	25.852
2648	25.852	25.852
2649	25.852	25.852
2650	25.852	25.852
2651	25.852	25.852
2652	25.852	25.852
2653	25.852	25.852
2655	25.852	25.852
2657	25.852	25.852
2658	25.852	25.852
2670	25.852	25.852
2671	25.852	25.852
2672	25.852	25.852
2675	25.852	25.852
2678	25.852	25.852
2679	25.852	25.852
2687	25.852	25.852
2690	25.852	25.852
2693	25.852	25.852
2695	25.852	25.852
2698	26.136	26.136
2724	26.136	26.136
2727	26.136	26.136
2728	26.136	26.136
2730	26.136	26.136
2733	26.136	26.136
2738	26.136	26.136
2739	26.136	26.136
2741	26.136	26.136
2742	26.136	26.136
2752	26.136	26.136
2755	26.420	26.420
2761	26.420	26.420
2762	26.420	26.420
2765	26.420	26.420
2766	26.420	26.420
2774	26.420	26.420
2776	26.420	26.420
2777	26.420	26.420
2778	26.420	26.420
2779	26.420	26.420
2780	26.420	26.420
2781	26.420	26.420
2787	26.420	26.420
2788	26.420	26.420
2789	26.420	26.420
2790	26.420	26.420
2791	26.420	26.420
2792	26.420	26.420
2793	26.420	26.420
2794	26.420	26.420
2796	26.420	26.420
2808	26.420	26.420
2809	26.420	26.420
2810	26.420	26.420
2811	26.420	26.420
2812	26.420	26.420
2813	26.420	26.420
2814	26.420	26.420
2815	26.420	26.420
2816	26.420	26.420
2817	26.420	26.420
2818	26.420	26.420
2819	26.420	26.420
2820	26.420	26.420
2832	26.420	26.420
