marker_number	male_position	female_position
526	11.080	11.080
527	11.080	11.080
528	11.080	11.080
529	11.080	11.080
534	11.080	11.080
535	11.080	11.080
542	11.080	11.080
546	11.080	11.080
547	11.080	11.080
549	11.080	11.080
550	11.080	11.080
551	11.080	11.080
553	11.080	11.080
554	11.080	11.080
556	11.080	11.080
557	11.080	11.080
558	11.080	11.080
560	11.080	11.080
561	11.080	11.080
569	11.080	11.080
580	11.080	11.080
581	11.080	11.080
582	11.080	11.080
583	11.080	11.080
584	11.080	11.080
585	11.080	11.080
586	11.080	11.080
587	11.080	11.080
588	11.080	11.080
589	11.080	11.080
590	11.080	11.080
591	11.080	11.080
592	11.080	11.080
593	11.080	11.080
594	11.080	11.080
595	11.080	11.080
599	11.080	11.080
600	11.080	11.080
601	11.080	11.080
606	11.080	11.080
607	11.080	11.080
608	11.080	11.080
609	11.080	11.080
610	11.080	11.080
611	11.080	11.080
612	11.080	11.080
619	11.080	11.080
620	11.080	11.080
621	11.080	11.080
622	11.080	11.080
623	11.080	11.080
624	11.080	11.080
625	11.080	11.080
626	11.080	11.080
627	11.080	11.080
628	11.080	11.080
629	11.080	11.080
630	11.080	11.080
631	11.080	11.080
632	11.080	11.080
633	11.080	11.080
634	11.080	11.080
635	11.080	11.080
636	11.080	11.080
637	11.080	11.080
638	11.080	11.080
639	11.080	11.080
640	11.080	11.080
641	11.080	11.080
642	11.080	11.080
643	11.080	11.080
644	11.080	11.080
645	11.080	11.080
646	11.080	11.080
647	11.080	11.080
648	11.080	11.080
649	11.080	11.080
650	11.080	11.080
651	11.080	11.080
652	11.080	11.080
653	11.080	11.080
654	11.080	11.080
655	11.080	11.080
656	11.080	11.080
657	11.080	11.080
659	11.080	11.080
660	11.080	11.080
662	11.080	11.080
664	11.080	11.080
665	11.080	11.080
666	11.080	11.080
667	11.080	11.080
668	11.080	11.080
669	11.080	11.080
670	11.080	11.080
671	11.080	11.080
672	11.080	11.080
676	11.080	11.080
677	11.080	11.080
678	11.364	11.364
679	11.364	11.364
680	11.364	11.364
681	11.364	11.364
682	11.364	11.364
683	11.364	11.364
684	11.364	11.364
685	11.648	11.648
689	11.648	11.648
690	11.648	11.648
691	11.648	11.648
693	11.648	11.648
695	11.648	11.648
696	11.648	11.648
698	11.648	11.648
702	11.648	11.648
710	11.648	11.648
711	11.648	11.648
731	11.648	11.648
738	11.648	11.648
742	12.216	12.216
743	12.216	12.216
744	12.216	12.216
751	12.216	12.216
752	12.216	12.216
753	12.216	12.216
755	12.216	12.216
756	12.216	12.216
757	12.216	12.216
760	12.216	12.216
761	12.216	12.216
762	12.216	12.216
763	12.216	12.216
764	12.216	12.216
765	12.216	12.216
766	12.216	12.216
768	12.216	12.216
769	12.216	12.216
770	12.216	12.216
771	12.216	12.216
772	12.216	12.216
773	12.216	12.216
774	12.216	12.216
775	12.216	12.216
776	12.500	12.500
777	12.500	12.500
778	12.500	12.500
779	12.500	12.500
780	12.500	12.500
781	12.500	12.500
782	12.500	12.500
783	12.500	12.500
784	12.500	12.500
785	12.500	12.500
786	12.500	12.500
787	12.500	12.500
788	12.500	12.500
789	12.500	12.500
790	12.500	12.500
792	12.500	12.500
800	13.068	13.068
802	13.068	13.068
803	13.068	13.068
804	13.068	13.068
805	13.068	13.068
806	13.068	13.068
807	13.068	13.068
808	13.068	13.068
809	13.068	13.068
810	13.068	13.068
811	13.068	13.068
812	13.068	13.068
813	13.068	13.068
814	13.068	13.068
815	13.068	13.068
816	13.068	13.068
817	13.068	13.068
818	13.068	13.068
819	13.068	13.068
820	13.068	13.068
821	13.068	13.068
822	13.068	13.068
823	13.068	13.068
824	13.068	13.068
825	13.068	13.068
826	13.068	13.068
827	13.068	13.068
828	13.068	13.068
829	13.068	13.068
830	13.068	13.068
831	13.068	13.068
832	13.068	13.068
833	13.068	13.068
834	13.068	13.068
835	13.068	13.068
836	13.068	13.068
837	13.068	13.068
839	13.068	13.068
840	13.068	13.068
841	13.068	13.068
842	13.068	13.068
843	13.068	13.068
844	13.068	13.068
845	13.068	13.068
846	13.068	13.068
847	13.068	13.068
848	13.068	13.068
849	13.068	13.068
850	13.068	13.068
851	13.068	13.068
852	13.068	13.068
854	13.068	13.068
856	13.068	13.068
859	13.068	13.068
860	13.068	13.068
863	13.068	13.068
874	13.068	13.068
875	13.068	13.068
877	13.068	13.068
879	13.068	13.068
880	13.068	13.068
885	13.068	13.068
891	13.068	13.068
894	13.068	13.068
895	13.068	13.068
896	13.068	13.068
900	13.068	13.068
901	13.068	13.068
903	13.068	13.068
904	13.068	13.068
905	13.068	13.068
906	13.068	13.068
907	13.068	13.068
915	13.068	13.068
916	13.068	13.068
918	13.068	13.068
922	13.068	13.068
923	13.068	13.068
929	13.068	13.068
930	13.068	13.068
931	13.068	13.068
932	13.068	13.068
933	13.068	13.068
934	13.068	13.068
935	13.068	13.068
936	13.068	13.068
937	13.068	13.068
938	13.068	13.068
939	13.068	13.068
940	13.068	13.068
941	13.068	13.068
942	13.068	13.068
943	13.068	13.068
944	13.068	13.068
945	13.068	13.068
946	13.068	13.068
947	13.068	13.068
948	13.068	13.068
949	13.068	13.068
951	13.068	13.068
952	13.068	13.068
953	13.068	13.068
954	13.068	13.068
955	13.068	13.068
957	13.068	13.068
958	13.068	13.068
959	13.068	13.068
966	13.068	13.068
967	13.068	13.068
968	13.068	13.068
969	13.068	13.068
970	13.068	13.068
971	13.068	13.068
973	13.068	13.068
974	13.068	13.068
975	13.068	13.068
977	13.068	13.068
978	13.068	13.068
979	13.068	13.068
980	13.068	13.068
981	13.068	13.068
982	13.068	13.068
983	13.068	13.068
985	13.068	13.068
986	13.068	13.068
988	13.068	13.068
989	13.068	13.068
990	13.068	13.068
991	13.352	13.352
992	13.352	13.352
993	13.352	13.352
998	13.352	13.352
1000	13.352	13.352
1001	13.352	13.352
1003	13.352	13.352
1004	13.352	13.352
1007	13.352	13.352
1008	13.352	13.352
1010	13.352	13.352
1011	13.352	13.352
1012	13.352	13.352
1013	13.352	13.352
1014	13.352	13.352
1015	13.352	13.352
1016	13.352	13.352
1017	13.352	13.352
1018	13.352	13.352
1019	13.352	13.352
1020	13.352	13.352
1021	13.352	13.352
1022	13.352	13.352
1023	13.352	13.352
1024	13.352	13.352
1025	13.352	13.352
1026	13.352	13.352
1027	13.352	13.352
1028	13.352	13.352
1029	13.352	13.352
1030	13.352	13.352
1031	13.352	13.352
1032	13.352	13.352
1033	13.352	13.352
1034	13.352	13.352
1035	13.352	13.352
1036	13.352	13.352
1037	13.352	13.352
1038	13.352	13.352
1039	13.352	13.352
1040	13.352	13.352
1041	13.352	13.352
1042	13.352	13.352
1043	13.352	13.352
1044	13.352	13.352
1046	13.352	13.352
1048	13.352	13.352
1050	13.352	13.352
1051	13.352	13.352
1052	13.352	13.352
1053	13.352	13.352
1054	13.352	13.352
1056	13.352	13.352
1057	13.352	13.352
1058	13.352	13.352
1059	13.352	13.352
1060	13.352	13.352
1061	13.352	13.352
1062	13.352	13.352
1063	13.352	13.352
1064	13.352	13.352
1065	13.352	13.352
1067	13.352	13.352
1070	13.352	13.352
1072	13.352	13.352
1073	13.352	13.352
1074	13.352	13.352
1075	13.352	13.352
1078	13.352	13.352
1080	13.352	13.352
1082	13.352	13.352
1084	13.352	13.352
1086	13.352	13.352
1087	13.352	13.352
1089	13.352	13.352
1090	13.352	13.352
1091	13.352	13.352
1092	13.352	13.352
1094	13.352	13.352
1095	13.352	13.352
1096	13.352	13.352
1097	13.352	13.352
1098	13.352	13.352
1099	13.352	13.352
1100	13.352	13.352
1101	13.352	13.352
1102	13.352	13.352
1103	13.352	13.352
1104	13.352	13.352
1105	13.352	13.352
1108	13.352	13.352
1109	13.352	13.352
1110	13.352	13.352
1111	13.352	13.352
1113	13.352	13.352
1114	13.352	13.352
1115	13.352	13.352
1116	13.352	13.352
1117	13.352	13.352
1124	13.352	13.352
1125	13.352	13.352
1130	13.352	13.352
1132	13.352	13.352
1134	13.352	13.352
1136	13.352	13.352
1140	13.352	13.352
1141	13.352	13.352
1142	13.352	13.352
1143	13.352	13.352
1147	13.352	13.352
1148	13.352	13.352
1149	13.352	13.352
1151	13.352	13.352
1152	13.352	13.352
1153	13.352	13.352
1154	13.352	13.352
1155	13.352	13.352
1156	13.352	13.352
1159	13.352	13.352
1161	13.352	13.352
1163	13.352	13.352
1164	13.352	13.352
1190	13.352	13.352
1193	13.352	13.352
1195	13.352	13.352
1197	13.352	13.352
1198	13.352	13.352
1199	13.352	13.352
1200	13.352	13.352
1202	13.352	13.352
1203	13.352	13.352
1206	13.352	13.352
1207	13.352	13.352
1208	13.352	13.352
1212	13.352	13.352
1215	13.352	13.352
1216	13.352	13.352
1217	13.352	13.352
1218	13.352	13.352
1219	13.352	13.352
1220	13.352	13.352
1221	13.352	13.352
1222	13.352	13.352
1223	13.352	13.352
1224	13.352	13.352
1225	13.352	13.352
1240	13.352	13.352
1244	13.352	13.352
1245	13.352	13.352
1246	13.352	13.352
1247	13.352	13.352
1248	13.352	13.352
1249	13.352	13.352
1250	13.352	13.352
1251	13.352	13.352
1252	13.352	13.352
1253	13.352	13.352
1254	13.352	13.352
1302	13.352	13.352
1304	13.352	13.352
1306	13.352	13.352
1310	13.352	13.352
1311	13.352	13.352
1312	13.352	13.352
1313	13.352	13.352
1314	13.352	13.352
1315	13.352	13.352
1316	13.352	13.352
1317	13.352	13.352
1318	13.352	13.352
1319	13.352	13.352
1320	13.352	13.352
1321	13.352	13.352
1322	13.352	13.352
1323	13.352	13.352
1324	13.352	13.352
1345	13.352	13.352
1347	13.352	13.352
1352	13.352	13.352
1355	13.352	13.352
1357	13.352	13.352
1358	13.352	13.352
1369	13.352	13.352
1372	13.352	13.352
1374	13.352	13.352
1375	13.352	13.352
1376	13.352	13.352
1377	13.352	13.352
1378	13.352	13.352
1379	13.352	13.352
1380	13.352	13.352
1383	13.352	13.352
1386	13.352	13.352
1405	13.352	13.352
1406	13.352	13.352
1412	13.352	13.352
1419	13.352	13.352
1421	13.352	13.352
1422	13.352	13.352
1426	13.352	13.352
1427	13.352	13.352
1429	13.352	13.352
1431	13.352	13.352
1432	13.352	13.352
1433	13.352	13.352
1434	13.352	13.352
1436	13.352	13.352
1441	13.352	13.352
1442	13.352	13.352
1443	13.352	13.352
1444	13.352	13.352
1445	13.352	13.352
1446	13.352	13.352
1447	13.352	13.352
1453	13.352	13.352
1454	13.352	13.352
1455	13.352	13.352
1456	13.352	13.352
1457	13.352	13.352
1458	13.352	13.352
1459	13.352	13.352
1460	13.352	13.352
1462	13.352	13.352
1463	13.352	13.352
1464	13.352	13.352
1465	13.352	13.352
1466	13.352	13.352
1467	13.352	13.352
1468	13.352	13.352
1469	13.352	13.352
1470	13.352	13.352
1471	13.352	13.352
1472	13.352	13.352
1473	13.352	13.352
1474	13.352	13.352
1475	13.352	13.352
1476	13.352	13.352
1477	13.352	13.352
1478	13.352	13.352
1479	13.352	13.352
1480	13.352	13.352
1481	13.352	13.352
1495	13.352	13.352
1496	13.352	13.352
1497	13.352	13.352
1498	13.352	13.352
1499	13.352	13.352
1500	13.352	13.352
1501	13.352	13.352
1502	13.352	13.352
1503	13.352	13.352
1504	13.352	13.352
1505	13.352	13.352
1506	13.352	13.352
1507	13.352	13.352
1508	13.352	13.352
1509	13.352	13.352
1510	13.352	13.352
1511	13.352	13.352
1512	13.352	13.352
1513	13.352	13.352
1514	13.352	13.352
1517	13.352	13.352
1518	13.352	13.352
1525	13.352	13.352
1529	13.352	13.352
1531	13.352	13.352
1532	13.352	13.352
1533	13.352	13.352
1534	13.352	13.352
1535	13.352	13.352
1536	13.352	13.352
1538	13.352	13.352
1541	13.352	13.352
1542	13.352	13.352
1543	13.352	13.352
1544	13.352	13.352
1545	13.352	13.352
1546	13.352	13.352
1547	13.352	13.352
1548	13.352	13.352
1549	13.352	13.352
1550	13.352	13.352
1551	13.352	13.352
1552	13.352	13.352
1553	13.352	13.352
1554	13.352	13.352
1555	13.352	13.352
1556	13.636	13.636
1557	13.636	13.636
1558	13.636	13.636
1559	13.636	13.636
1567	13.636	13.636
1569	13.920	13.920
1570	13.920	13.920
1574	13.920	13.920
1575	13.920	13.920
1576	13.920	13.920
1578	14.205	14.205
1580	14.205	14.205
1581	14.205	14.205
1582	14.205	14.205
1583	14.205	14.205
1584	14.205	14.205
1585	14.205	14.205
1586	14.205	14.205
1587	14.205	14.205
1588	14.205	14.205
1589	14.205	14.205
1590	14.205	14.205
1591	14.205	14.205
1597	14.205	14.205
1599	14.205	14.205
1600	14.205	14.205
1601	14.205	14.205
1603	14.205	14.205
1604	14.205	14.205
1605	14.205	14.205
1606	14.205	14.205
1612	14.205	14.205
1613	14.205	14.205
1614	14.205	14.205
1615	14.205	14.205
1616	14.205	14.205
1617	14.205	14.205
1621	14.205	14.205
1622	14.205	14.205
1624	14.205	14.205
1625	14.205	14.205
1626	14.205	14.205
1627	14.205	14.205
1628	14.205	14.205
1629	14.205	14.205
1630	14.205	14.205
1631	14.205	14.205
1632	14.205	14.205
1634	14.205	14.205
1642	14.205	14.205
1644	14.205	14.205
1646	14.205	14.205
1650	14.205	14.205
1651	14.205	14.205
1653	14.205	14.205
1654	14.205	14.205
1658	14.205	14.205
1670	14.205	14.205
1677	14.205	14.205
1678	14.205	14.205
1679	14.205	14.205
1681	14.205	14.205
1682	14.205	14.205
1685	14.205	14.205
1686	14.205	14.205
1687	14.205	14.205
1688	14.205	14.205
1689	14.205	14.205
1699	14.205	14.205
1701	14.205	14.205
1702	14.205	14.205
1703	14.205	14.205
1704	14.205	14.205
1705	14.205	14.205
1708	14.205	14.205
1711	14.205	14.205
1712	14.205	14.205
1713	14.205	14.205
1714	14.205	14.205
1715	14.205	14.205
1717	14.205	14.205
1719	14.205	14.205
1720	14.205	14.205
1721	14.205	14.205
1722	14.205	14.205
1723	14.205	14.205
1724	14.205	14.205
1725	14.205	14.205
1726	14.205	14.205
1728	14.205	14.205
1729	14.205	14.205
1730	14.205	14.205
1731	14.205	14.205
1738	14.205	14.205
1739	14.205	14.205
1741	14.205	14.205
1744	14.205	14.205
1745	14.205	14.205
1747	14.205	14.205
1748	14.205	14.205
1752	14.205	14.205
1753	14.205	14.205
1754	14.205	14.205
1755	14.205	14.205
1756	14.205	14.205
1757	14.205	14.205
1758	14.205	14.205
1759	14.205	14.205
1760	14.205	14.205
1761	14.205	14.205
1762	14.205	14.205
1764	14.205	14.205
1769	14.205	14.205
1776	14.205	14.205
1785	14.205	14.205
1786	14.205	14.205
1787	14.205	14.205
1788	14.205	14.205
1790	14.205	14.205
1791	14.205	14.205
1792	14.205	14.205
1793	14.205	14.205
1795	14.205	14.205
1796	14.205	14.205
1797	14.205	14.205
1798	14.205	14.205
1799	14.205	14.205
1800	14.205	14.205
1801	14.205	14.205
1802	14.205	14.205
1803	14.205	14.205
1804	14.205	14.205
1805	14.205	14.205
1806	14.205	14.205
1807	14.205	14.205
1808	14.205	14.205
1809	14.205	14.205
1810	14.205	14.205
1811	14.489	14.489
1812	14.489	14.489
1820	14.489	14.489
1823	16.761	16.761
1825	16.761	16.761
1827	16.761	16.761
1828	16.761	16.761
1829	16.761	16.761
1830	16.761	16.761
1831	16.761	16.761
1832	16.761	16.761
1833	16.761	16.761
1834	16.761	16.761
1835	16.761	16.761
1836	16.761	16.761
1837	16.761	16.761
1841	16.761	16.761
1845	16.761	16.761
1846	16.761	16.761
1848	16.761	16.761
1850	17.045	17.045
1851	17.045	17.045
1854	17.045	17.045
1855	17.045	17.045
1856	17.045	17.045
1857	17.898	17.898
1858	17.898	17.898
1859	17.898	17.898
1860	17.898	17.898
1861	17.898	17.898
1862	17.898	17.898
1863	17.898	17.898
1870	17.898	17.898
1877	17.898	17.898
1878	17.898	17.898
1879	17.898	17.898
1880	17.898	17.898
1886	17.898	17.898
1888	17.898	17.898
1889	17.898	17.898
1891	17.898	17.898
1892	17.898	17.898
1893	17.898	17.898
1894	17.898	17.898
1895	17.898	17.898
1896	17.898	17.898
1898	17.898	17.898
1899	17.898	17.898
1900	17.898	17.898
1901	17.898	17.898
1902	17.898	17.898
1903	17.898	17.898
1906	18.750	18.750
1912	19.318	19.318
1914	19.318	19.318
1915	19.318	19.318
1916	19.318	19.318
1917	19.318	19.318
1930	19.318	19.318
1931	19.318	19.318
1932	19.318	19.318
1933	19.318	19.318
1934	19.318	19.318
1935	19.318	19.318
1936	19.318	19.318
1940	19.318	19.318
1941	19.602	19.602
1944	19.602	19.602
1945	19.602	19.602
1946	19.602	19.602
1947	19.602	19.602
1949	19.602	19.602
1958	19.602	19.602
1959	19.602	19.602
1960	19.602	19.602
1961	19.602	19.602
1962	19.602	19.602
1963	19.602	19.602
1964	19.602	19.602
1965	19.602	19.602
1966	19.602	19.602
1967	19.602	19.602
1968	19.602	19.602
1969	19.602	19.602
1970	19.602	19.602
1971	19.602	19.602
1972	19.602	19.602
1973	19.602	19.602
1974	19.602	19.602
1975	19.602	19.602
1976	19.602	19.602
1977	19.602	19.602
1978	19.602	19.602
1979	19.602	19.602
1986	19.602	19.602
1987	19.602	19.602
1988	19.602	19.602
1989	19.602	19.602
1990	19.602	19.602
1996	19.602	19.602
1997	19.602	19.602
1998	19.602	19.602
1999	19.602	19.602
2000	19.602	19.602
2001	19.602	19.602
2002	19.602	19.602
2003	19.602	19.602
2005	19.602	19.602
2006	19.602	19.602
2007	19.602	19.602
2010	19.602	19.602
2011	19.602	19.602
2023	19.602	19.602
2024	19.602	19.602
2025	19.602	19.602
2026	19.602	19.602
2027	19.602	19.602
2028	19.602	19.602
2029	19.602	19.602
2030	19.602	19.602
2031	19.602	19.602
2032	19.602	19.602
2033	19.602	19.602
2034	19.602	19.602
2035	19.602	19.602
2036	19.602	19.602
2037	19.602	19.602
2038	19.602	19.602
2039	19.602	19.602
2040	19.602	19.602
2041	19.602	19.602
2042	19.602	19.602
2046	19.602	19.602
2049	19.602	19.602
2050	19.602	19.602
2051	19.602	19.602
2052	19.602	19.602
2053	19.602	19.602
2054	19.602	19.602
2055	19.602	19.602
2056	19.602	19.602
2057	19.602	19.602
2058	19.602	19.602
2061	19.602	19.602
2064	19.602	19.602
2065	19.602	19.602
2068	19.602	19.602
2071	19.602	19.602
2073	19.602	19.602
2074	19.602	19.602
2075	19.602	19.602
2076	19.602	19.602
2077	19.602	19.602
2078	19.602	19.602
2079	19.602	19.602
2080	19.602	19.602
2081	19.602	19.602
2082	19.602	19.602
2083	19.602	19.602
2084	19.602	19.602
2085	19.602	19.602
2086	19.602	19.602
2087	19.602	19.602
2088	19.602	19.602
2089	19.602	19.602
2090	19.602	19.602
2091	19.602	19.602
2092	19.602	19.602
2093	19.602	19.602
2095	19.602	19.602
2096	19.602	19.602
2097	19.602	19.602
2098	19.602	19.602
2099	19.602	19.602
2100	19.602	19.602
2101	19.602	19.602
2102	19.602	19.602
2103	19.602	19.602
2104	19.602	19.602
2105	19.602	19.602
2106	19.602	19.602
2107	19.602	19.602
2108	19.602	19.602
2109	19.602	19.602
2110	19.602	19.602
2111	19.602	19.602
2112	19.602	19.602
2113	19.602	19.602
2114	19.602	19.602
2115	19.602	19.602
2116	19.602	19.602
2117	19.602	19.602
2125	19.602	19.602
2129	19.602	19.602
2130	19.602	19.602
2131	19.602	19.602
2132	19.602	19.602
2133	19.602	19.602
2140	19.602	19.602
2148	19.602	19.602
2150	19.602	19.602
2151	19.602	19.602
2152	19.602	19.602
2156	19.602	19.602
2157	19.602	19.602
2158	19.602	19.602
2159	19.602	19.602
2160	19.602	19.602
2161	19.602	19.602
2162	19.602	19.602
2164	19.602	19.602
2165	19.602	19.602
2166	19.602	19.602
2168	19.602	19.602
2169	19.602	19.602
2170	19.602	19.602
2171	19.602	19.602
2172	19.602	19.602
2173	19.602	19.602
2175	19.602	19.602
2176	19.602	19.602
2182	19.602	19.602
2183	19.602	19.602
2184	19.602	19.602
2198	19.602	19.602
2199	19.602	19.602
2200	19.602	19.602
2201	19.602	19.602
2202	19.602	19.602
2203	19.602	19.602
2204	19.602	19.602
2205	19.602	19.602
2206	19.602	19.602
2207	19.602	19.602
2208	19.602	19.602
2210	19.602	19.602
2212	19.602	19.602
2214	19.602	19.602
2217	19.602	19.602
2218	19.602	19.602
2219	19.602	19.602
2220	19.602	19.602
2221	19.602	19.602
2222	19.602	19.602
2223	19.602	19.602
2225	19.602	19.602
2226	19.602	19.602
2227	19.602	19.602
2228	19.602	19.602
2229	19.602	19.602
2233	19.602	19.602
2240	19.602	19.602
2241	19.602	19.602
2244	19.602	19.602
2245	19.602	19.602
2246	19.602	19.602
2249	19.602	19.602
2250	19.602	19.602
2251	19.602	19.602
2252	19.602	19.602
2253	19.602	19.602
2254	19.602	19.602
2255	19.602	19.602
2256	19.602	19.602
2257	19.602	19.602
2258	19.602	19.602
2259	19.602	19.602
2260	19.602	19.602
2261	19.602	19.602
2262	19.602	19.602
2263	19.602	19.602
2264	19.602	19.602
2265	19.602	19.602
2266	19.602	19.602
2267	19.602	19.602
2268	19.602	19.602
2269	19.602	19.602
2304	19.602	19.602
2306	19.602	19.602
2312	19.602	19.602
2313	19.602	19.602
2314	19.602	19.602
2315	19.602	19.602
2316	19.602	19.602
2317	19.602	19.602
2318	19.602	19.602
2319	19.602	19.602
2320	19.602	19.602
2321	19.602	19.602
2322	19.602	19.602
2324	19.602	19.602
2325	19.602	19.602
2326	19.602	19.602
2328	19.602	19.602
2329	19.602	19.602
2331	19.602	19.602
2332	19.602	19.602
2333	19.602	19.602
2334	19.602	19.602
2335	19.602	19.602
2340	19.602	19.602
2342	19.602	19.602
2358	19.602	19.602
2359	19.602	19.602
2360	19.602	19.602
2361	19.602	19.602
2371	19.886	19.886
2372	19.886	19.886
2373	19.886	19.886
2374	19.886	19.886
2375	19.886	19.886
2376	19.886	19.886
2377	19.886	19.886
2378	19.886	19.886
2379	19.886	19.886
2381	19.886	19.886
2382	19.886	19.886
2383	19.886	19.886
2384	19.886	19.886
2385	19.886	19.886
2386	19.886	19.886
2387	19.886	19.886
2388	19.886	19.886
2389	19.886	19.886
2390	19.886	19.886
2393	19.886	19.886
2394	19.886	19.886
2395	19.886	19.886
2396	19.886	19.886
2397	19.886	19.886
2398	19.886	19.886
2399	19.886	19.886
2400	19.886	19.886
2401	19.886	19.886
2402	19.886	19.886
2403	19.886	19.886
2404	19.886	19.886
2405	19.886	19.886
2406	19.886	19.886
2408	19.886	19.886
2409	19.886	19.886
2410	19.886	19.886
2411	19.886	19.886
2414	19.886	19.886
2415	19.886	19.886
2416	19.886	19.886
2417	19.886	19.886
2418	19.886	19.886
2419	19.886	19.886
2420	19.886	19.886
2421	19.886	19.886
2422	19.886	19.886
2423	19.886	19.886
2425	19.886	19.886
2426	19.886	19.886
2427	19.886	19.886
2428	19.886	19.886
2429	20.170	20.170
2430	20.170	20.170
2431	20.170	20.170
2433	20.170	20.170
2434	20.170	20.170
2435	20.170	20.170
2436	20.170	20.170
2437	20.170	20.170
2438	20.170	20.170
2439	20.170	20.170
2440	20.170	20.170
2441	20.170	20.170
2442	20.170	20.170
2446	20.170	20.170
2448	20.170	20.170
