marker_number	male_position	female_position
205	0.000	3.977
206	0.000	3.977
209	0.000	3.977
213	0.000	3.977
214	0.000	3.977
215	0.000	3.977
220	0.000	3.977
222	0.000	3.977
223	0.000	3.977
226	0.000	3.977
229	0.000	3.977
230	0.000	3.977
232	0.000	3.977
233	0.000	3.977
234	0.000	3.977
235	0.000	3.977
238	0.000	3.977
239	0.000	3.977
241	0.000	3.977
244	0.000	3.977
245	0.000	3.977
246	0.000	3.977
247	0.000	3.977
248	0.000	3.977
249	0.000	3.977
251	0.000	3.977
252	0.000	3.977
253	0.000	3.977
256	0.000	3.977
257	0.000	3.977
258	0.000	3.977
259	0.000	3.977
260	0.000	3.977
263	0.000	3.977
264	0.000	3.977
265	0.000	3.977
266	0.000	3.977
267	0.000	3.977
268	0.000	3.977
269	0.000	3.977
270	0.000	3.977
271	0.000	3.977
276	0.000	3.977
277	0.000	3.977
281	0.000	3.977
287	0.000	3.977
288	0.000	3.977
289	0.000	3.977
290	0.000	3.977
291	0.000	3.977
292	0.000	3.977
293	0.000	3.977
294	0.000	3.977
295	0.000	3.977
296	0.000	3.977
297	0.000	3.977
298	0.000	3.977
299	0.000	3.977
300	0.000	3.977
301	0.000	3.977
302	0.000	3.977
303	0.000	3.977
304	0.000	3.977
305	0.000	3.977
306	0.000	3.977
307	0.000	3.977
308	0.000	3.977
310	0.000	3.977
311	0.000	3.977
312	0.000	3.977
313	0.000	3.977
314	0.000	3.977
316	0.000	3.977
317	0.000	3.977
324	0.000	3.977
326	0.000	3.977
327	0.000	3.977
328	0.000	3.977
329	0.000	3.977
330	0.000	3.977
331	0.000	3.977
332	0.000	3.977
333	0.000	3.977
334	0.000	3.977
335	0.000	3.977
336	0.000	3.977
337	0.000	3.977
339	0.000	3.977
340	0.000	3.977
341	0.000	3.977
342	0.000	3.977
343	0.000	3.977
344	0.000	3.977
346	0.000	3.977
348	0.000	3.977
349	0.000	3.977
352	0.000	3.977
353	0.000	3.977
354	0.000	3.977
355	0.000	3.977
356	0.000	3.977
357	0.000	3.977
358	0.000	3.977
359	0.000	3.977
360	0.000	3.977
361	0.000	3.977
362	0.000	3.977
363	0.000	3.977
364	0.000	3.977
365	0.000	3.977
366	0.000	3.977
367	0.000	3.977
368	0.000	3.977
369	0.000	3.977
370	0.000	3.977
372	0.000	4.545
373	0.000	4.545
374	0.000	4.545
375	0.000	4.545
376	0.000	4.545
377	0.000	4.545
378	0.000	4.545
379	0.000	4.545
380	0.000	4.545
382	0.000	4.545
383	0.000	4.545
386	0.000	4.545
387	0.000	4.545
388	0.000	4.545
389	0.000	4.545
390	0.000	4.545
393	0.000	4.545
394	0.000	4.545
395	0.000	4.545
396	0.000	4.545
400	0.000	4.545
401	0.000	4.545
404	0.000	4.545
407	0.000	4.545
408	0.000	4.545
409	0.000	4.545
410	0.000	4.545
411	0.000	4.545
412	0.000	4.545
414	0.000	4.545
416	0.000	4.545
420	0.000	4.545
421	0.000	4.545
422	0.000	4.545
424	0.000	4.545
425	0.000	4.545
426	0.000	4.545
427	0.000	5.114
428	0.000	5.114
429	0.000	5.114
430	0.000	5.114
431	0.000	5.114
432	0.000	5.114
433	0.000	5.114
434	0.000	5.114
435	0.000	5.114
436	0.000	5.114
437	0.000	5.114
438	0.000	5.114
439	0.000	5.114
440	0.000	5.114
441	0.000	5.114
442	0.000	5.114
443	0.000	5.114
444	0.000	5.114
445	0.000	5.114
446	0.000	5.114
447	0.000	5.114
448	0.000	5.114
449	0.000	5.114
450	0.000	5.114
452	0.000	5.114
453	0.000	5.114
454	0.000	5.114
455	0.000	5.114
459	0.000	5.114
460	0.000	5.114
461	0.000	5.114
462	0.000	5.114
467	0.000	5.114
469	0.000	5.114
470	0.000	5.114
471	0.000	5.114
472	0.000	5.114
474	0.000	5.114
475	0.000	5.114
476	0.000	5.114
477	0.000	5.114
478	0.000	5.114
479	0.000	5.114
480	0.000	5.114
481	0.000	5.114
482	0.000	5.114
483	0.000	5.114
484	0.000	5.114
485	0.000	5.114
486	0.000	5.114
487	0.000	5.114
488	0.000	5.114
489	0.000	5.114
491	0.000	5.114
492	0.000	5.114
493	0.000	5.114
495	0.000	5.114
497	0.000	5.114
499	0.000	5.114
503	0.000	5.114
504	0.000	5.114
505	0.000	5.114
507	0.000	5.114
508	0.000	5.114
509	0.000	5.114
510	0.000	5.114
511	0.000	5.114
513	0.000	5.114
514	0.000	5.114
515	0.000	5.114
516	0.000	5.114
519	0.000	5.114
523	0.000	5.114
532	0.000	5.114
533	0.000	5.114
535	0.000	5.114
537	0.000	5.114
538	0.000	5.114
539	0.000	5.114
540	0.000	5.114
541	0.000	5.114
542	0.000	5.114
543	0.000	5.114
545	0.000	5.114
547	0.000	5.114
548	0.000	5.114
549	0.000	5.114
550	0.000	5.114
551	0.000	5.114
552	0.000	5.114
553	0.000	5.114
555	0.000	5.114
556	0.000	5.114
557	0.000	5.114
559	0.000	5.114
562	0.000	5.114
564	0.000	5.114
565	0.000	5.114
566	0.000	5.114
568	0.000	5.114
574	0.000	5.114
575	0.000	5.114
576	0.000	5.114
581	0.000	6.250
582	0.000	6.250
583	0.000	6.250
584	0.000	6.250
585	0.000	6.250
586	0.000	6.250
587	0.000	6.250
588	0.000	6.250
589	0.000	6.250
590	0.000	6.250
591	0.000	6.250
592	0.000	6.250
594	0.000	6.250
595	0.000	6.250
596	0.000	6.250
605	0.000	6.250
612	0.000	6.250
613	0.000	6.250
615	0.000	6.250
616	0.000	6.250
617	0.000	6.250
618	0.000	6.250
619	0.000	6.250
620	0.000	6.250
628	0.000	6.250
629	0.000	6.250
630	0.000	6.250
631	0.000	6.250
632	0.000	6.250
633	0.000	6.250
634	0.000	6.250
635	0.000	6.250
636	0.000	6.250
637	0.000	6.250
640	0.000	6.250
641	0.000	6.250
642	0.000	6.250
643	0.000	6.250
645	0.000	6.250
646	0.000	6.250
647	0.000	6.250
650	0.000	6.250
655	0.000	6.250
656	0.000	6.250
657	0.000	6.250
658	0.000	6.250
659	0.000	6.250
663	0.000	6.250
668	0.000	6.250
669	0.000	6.250
670	0.000	6.250
671	0.000	6.250
672	0.000	6.250
673	0.000	6.250
675	0.000	6.250
679	0.000	6.250
680	0.000	6.250
681	0.000	6.250
682	0.000	6.250
683	0.000	6.250
684	0.000	6.250
685	0.000	6.250
686	0.000	6.250
687	0.000	6.250
689	0.000	6.250
690	0.000	6.250
691	0.000	6.250
692	0.000	6.250
693	0.000	6.250
694	0.000	6.250
695	0.000	6.250
696	0.000	6.250
697	0.000	6.250
698	0.000	6.250
700	0.000	6.250
701	0.000	6.250
703	0.000	6.250
704	0.000	6.250
705	0.000	6.250
706	0.000	6.250
709	0.000	6.250
710	0.000	6.250
712	0.000	6.250
713	0.000	6.250
714	0.000	6.250
715	0.000	6.250
716	0.000	6.250
718	0.000	6.250
722	0.000	6.250
724	0.000	6.250
730	0.000	6.250
731	0.000	6.250
732	0.000	6.250
734	0.000	6.250
735	0.000	6.250
736	0.000	6.250
737	0.000	6.250
738	0.000	6.250
739	0.000	6.250
741	0.000	6.250
743	0.000	6.250
744	0.000	6.250
745	0.000	6.250
747	0.000	6.250
748	0.000	6.250
749	0.000	6.250
750	0.000	6.250
751	0.000	6.250
753	0.000	6.250
754	0.000	6.250
755	0.000	6.250
756	0.000	6.250
757	0.000	6.250
758	0.000	6.250
759	0.000	6.250
761	0.000	6.250
763	0.000	6.250
764	0.000	6.250
766	0.000	6.250
769	0.000	6.250
770	0.000	6.250
773	0.000	6.250
775	0.000	6.250
776	0.000	6.250
778	0.000	6.250
779	0.000	6.250
784	0.000	6.250
789	0.000	6.250
790	0.000	6.250
791	0.000	6.250
792	0.000	6.250
793	0.000	6.250
794	0.000	6.250
795	0.000	6.250
796	0.000	6.250
797	0.000	6.250
799	0.000	6.250
800	0.000	6.250
807	0.000	6.250
808	0.000	6.250
814	0.000	6.250
815	0.000	6.250
818	0.000	6.250
820	0.000	6.250
821	0.000	6.250
822	0.000	6.250
823	0.000	6.250
824	0.000	6.250
828	0.000	6.250
829	0.000	6.250
831	0.000	6.250
832	0.000	6.250
833	0.000	6.250
835	0.000	6.250
836	0.000	6.250
837	0.000	6.250
838	0.000	6.250
842	0.000	6.250
843	0.000	6.250
844	0.000	6.250
845	0.000	6.250
848	0.000	6.250
849	0.000	6.250
850	0.000	6.250
851	0.000	6.250
852	0.000	6.250
853	0.000	6.250
855	0.000	6.250
856	0.000	6.250
858	0.000	6.250
859	0.000	6.250
873	0.000	6.250
874	0.000	6.250
877	0.000	6.250
878	0.000	6.250
879	0.000	6.250
880	0.000	6.250
881	0.000	6.250
883	0.000	6.250
884	0.000	6.250
885	0.000	7.386
886	0.000	7.386
887	0.000	7.386
888	0.000	7.386
889	0.000	7.386
890	0.000	7.386
891	0.000	7.386
894	0.000	7.386
895	0.000	7.386
896	0.000	7.386
897	0.000	7.386
898	0.000	7.386
899	0.000	7.386
900	0.000	7.386
901	0.000	7.386
902	0.000	7.386
903	0.000	7.386
904	0.000	7.386
905	0.000	7.386
906	0.000	7.386
908	0.000	7.386
911	0.000	7.386
912	0.000	7.386
913	0.000	7.386
917	0.000	7.386
918	0.000	7.386
922	0.000	7.955
924	0.000	7.955
925	0.000	7.955
926	0.000	7.955
927	0.000	7.955
928	0.000	7.955
929	0.000	7.955
930	0.000	7.955
933	0.000	8.523
934	0.000	8.523
935	0.000	8.523
936	0.000	8.523
937	0.000	8.523
938	0.000	8.523
939	0.000	8.523
940	0.000	8.523
941	0.000	8.523
942	0.000	8.523
943	0.000	8.523
944	0.000	8.523
945	0.000	8.523
946	0.000	8.523
947	0.000	8.523
948	0.000	8.523
949	0.000	8.523
950	0.000	8.523
951	0.000	8.523
952	0.000	8.523
953	0.000	8.523
954	0.000	8.523
955	0.000	8.523
956	0.000	8.523
957	0.000	8.523
958	0.000	8.523
959	0.000	8.523
960	0.000	8.523
961	0.000	8.523
962	0.000	8.523
964	0.000	8.523
965	0.000	8.523
966	0.000	8.523
967	0.000	8.523
968	0.000	8.523
969	0.000	8.523
970	0.000	8.523
971	0.000	8.523
972	0.000	8.523
973	0.000	8.523
974	0.000	8.523
975	0.000	8.523
976	0.000	8.523
977	0.000	8.523
978	0.000	8.523
979	0.000	8.523
980	0.000	8.523
981	0.000	8.523
982	0.000	8.523
983	0.000	8.523
984	0.000	8.523
985	0.000	8.523
986	0.000	8.523
989	0.000	8.523
990	0.000	8.523
991	0.000	8.523
992	0.000	8.523
993	0.000	8.523
994	0.000	8.523
995	0.000	8.523
996	0.000	8.523
997	0.000	8.523
998	0.000	8.523
999	0.000	8.523
1000	0.000	8.523
1001	0.000	8.523
1002	0.000	8.523
1003	0.000	8.523
1004	0.000	8.523
1005	0.000	8.523
1006	0.000	8.523
1007	0.000	8.523
1008	0.000	8.523
1009	0.000	8.523
1010	0.000	8.523
1011	0.000	8.523
1012	0.000	8.523
1013	0.000	8.523
1014	0.000	8.523
1015	0.000	8.523
1016	0.000	8.523
1017	0.000	8.523
1018	0.000	8.523
1019	0.000	9.091
1020	0.000	9.091
1021	0.000	9.091
1022	0.000	9.091
1023	0.000	9.091
1024	0.000	9.091
1025	0.000	9.091
1026	0.000	9.091
1027	0.000	9.091
1028	0.000	9.091
1029	0.000	9.091
1030	0.000	9.091
1031	0.000	9.091
1032	0.000	9.091
1033	0.000	9.091
1034	0.000	9.091
1035	0.000	9.091
1036	0.000	9.091
1037	0.000	9.091
1039	0.000	9.091
1040	0.000	9.091
1041	0.000	9.091
1042	0.000	9.091
1043	0.000	9.091
1044	0.000	9.091
1045	0.000	9.091
1047	0.000	9.091
1048	0.000	9.091
1049	0.000	9.091
1050	0.000	9.091
1051	0.000	9.091
1052	0.000	9.091
1053	0.000	9.091
1054	0.000	9.091
1055	0.000	9.091
1056	0.000	9.091
1057	0.000	9.091
1058	0.000	9.091
1059	0.000	9.091
1060	0.000	9.091
1061	0.000	9.091
1062	0.000	9.091
1063	0.000	9.091
1064	0.000	9.091
1065	0.000	9.091
1066	0.000	9.091
1067	0.000	9.091
1068	0.000	9.091
1069	0.000	9.091
1070	0.000	9.091
1071	0.000	9.091
1072	0.000	9.091
1073	0.000	9.091
1075	0.000	9.091
1079	0.000	9.091
1082	0.000	9.091
1083	0.000	9.091
1084	0.000	9.091
1085	0.000	9.091
1086	0.000	9.091
1087	0.000	9.091
1088	0.000	9.091
1089	0.000	9.091
1090	0.000	9.091
1091	0.000	9.091
1092	0.000	9.091
1093	0.000	9.091
1094	0.000	9.091
1095	0.000	9.091
1096	0.000	9.091
1097	0.000	9.091
1098	0.000	9.091
1099	0.000	9.091
1100	0.000	9.091
1101	0.000	9.091
1102	0.000	9.091
1103	0.000	9.091
1104	0.000	9.091
1108	0.000	9.091
1109	0.000	9.091
1110	0.000	9.091
1111	0.000	9.091
1112	0.000	9.091
1113	0.000	9.091
1114	0.000	9.091
1115	0.000	9.091
1116	0.000	9.091
1117	0.000	9.091
1118	0.000	9.091
1119	0.000	9.091
1120	0.000	9.091
1121	0.000	9.091
1122	0.000	9.091
1123	0.000	9.091
1124	0.000	9.091
1125	0.000	9.091
1126	0.000	9.091
1127	0.000	9.091
1128	0.000	9.091
1129	0.000	9.091
1130	0.000	9.091
1131	0.000	9.091
1132	0.000	9.091
1133	0.000	9.091
1134	0.000	9.091
1135	0.000	9.091
1136	0.000	9.091
1137	0.000	9.091
1138	0.000	9.091
1139	0.000	9.091
1140	0.000	9.091
1141	0.000	9.091
1142	0.000	9.091
1143	0.000	9.091
1144	0.000	9.091
1145	0.000	9.091
1146	0.000	9.091
1147	0.000	9.091
1148	0.000	9.091
1149	0.000	9.091
1151	0.000	9.091
1152	0.000	9.091
1153	0.000	9.091
1154	0.000	9.091
1155	0.000	9.091
1156	0.000	9.091
1157	0.000	9.091
1158	0.000	9.091
1159	0.000	9.091
1160	0.000	9.091
1161	0.000	9.091
1162	0.000	9.091
1163	0.000	9.091
1164	0.000	9.091
1165	0.000	9.091
1166	0.000	9.091
1167	0.000	9.091
1168	0.000	9.091
1169	0.000	9.091
1170	0.000	9.091
1171	0.000	9.091
1173	0.000	9.091
1174	0.000	9.091
1175	0.000	9.091
1176	0.000	9.091
1177	0.000	9.091
1178	0.000	9.091
1179	0.000	9.091
1180	0.000	9.091
1181	0.000	9.091
1183	0.000	9.091
1184	0.000	10.227
1185	0.000	10.227
1186	0.000	10.227
1187	0.000	10.227
1188	0.000	10.227
1196	0.000	10.227
1197	0.000	10.227
1198	0.000	10.227
1199	0.000	10.227
1200	0.000	10.227
1201	0.000	10.227
1202	0.000	10.227
1203	0.000	10.227
1204	0.000	10.227
1205	0.000	10.227
1206	0.000	10.227
1207	0.000	10.227
1208	0.000	10.227
1210	0.000	10.227
1211	0.000	10.227
1212	0.000	10.227
1213	0.000	10.227
1214	0.000	10.227
1215	0.000	10.227
1216	0.000	10.227
1217	0.000	10.227
1218	0.000	10.227
1219	0.000	10.227
1220	0.000	10.227
1221	0.000	10.227
1235	0.000	10.227
1236	0.000	10.227
1237	0.000	10.227
1238	0.000	10.227
1239	0.000	10.227
1240	0.000	10.227
1241	0.000	10.227
1242	0.000	10.227
1243	0.000	10.227
1244	0.000	10.227
1251	0.000	10.227
1252	0.000	10.227
1254	0.000	10.227
1255	0.000	10.227
1256	0.000	10.227
1257	0.000	10.227
1258	0.000	10.227
1259	0.000	10.227
1260	0.000	10.227
1261	0.000	10.227
1262	0.000	10.227
1263	0.000	10.227
1264	0.000	10.227
1265	0.000	10.227
1266	0.000	10.227
1267	0.000	10.227
1268	0.000	10.227
1269	0.000	10.227
1270	0.000	10.227
1271	0.000	10.227
1272	0.000	10.227
1274	0.000	10.227
1275	0.000	10.227
1276	0.000	10.227
1277	0.000	10.227
1278	0.000	10.227
1280	0.000	10.795
1281	0.000	10.795
1282	0.000	10.795
1283	0.000	10.795
1284	0.000	10.795
1285	0.000	10.795
1286	0.000	10.795
1287	0.000	10.795
1288	0.000	10.795
1289	0.000	10.795
1290	0.000	10.795
1296	0.000	11.364
1299	0.000	11.364
1301	0.000	11.364
1304	0.000	11.364
1305	0.000	11.364
1306	0.000	11.364
1307	0.000	11.364
1309	0.000	11.364
1310	0.000	11.364
1311	0.000	11.364
1313	0.000	11.364
1317	0.000	11.364
1320	0.000	11.364
1321	0.000	11.364
1322	0.000	11.364
1323	0.000	11.364
1324	0.000	11.364
1325	0.000	11.364
1327	0.000	11.364
1328	0.000	11.364
1329	0.000	11.364
1330	0.000	11.364
1331	0.000	11.364
1332	0.000	11.364
1338	0.000	11.364
1339	0.000	11.364
1342	0.000	11.364
1343	0.000	11.364
1344	0.000	11.364
1345	0.000	11.364
1346	0.000	11.364
1347	0.000	11.364
1348	0.000	11.364
1349	0.000	11.364
1350	0.000	11.364
1351	0.000	11.364
1359	0.000	11.364
1360	0.000	11.364
1362	0.000	11.364
1363	0.000	11.364
1364	0.000	11.364
1365	0.000	11.364
1366	0.000	11.364
1367	0.000	11.364
1368	0.000	11.364
1369	0.000	11.364
1370	0.000	11.364
1372	0.000	11.364
1373	0.000	11.364
1374	0.000	11.364
1375	0.000	11.364
1376	0.000	11.364
1377	0.000	11.364
1378	0.000	11.364
1379	0.000	11.364
1380	0.000	11.364
1381	0.000	11.364
1382	0.000	11.364
1384	0.000	11.364
1385	0.000	11.364
1386	0.000	11.364
1387	0.000	11.364
1388	0.000	11.364
1389	0.000	11.364
1391	0.000	11.364
1392	0.000	11.364
1393	0.000	11.364
1394	0.000	11.364
1395	0.000	11.364
1396	0.000	11.364
1397	0.000	11.364
1398	0.000	11.364
1399	0.000	11.364
1400	0.000	11.364
1401	0.000	11.364
1402	0.000	11.364
1403	0.000	11.364
1404	0.000	11.364
1405	0.000	11.364
1406	0.000	11.364
1408	0.000	11.364
1409	0.000	11.364
1410	0.000	11.364
1412	0.000	11.364
1413	0.000	11.364
1414	0.000	11.364
1415	0.000	11.364
1416	0.000	11.364
1418	0.000	11.364
1419	0.000	11.364
1422	0.000	11.364
1423	0.000	11.364
1424	0.000	11.364
1425	0.000	11.364
1426	0.000	11.364
1427	0.000	11.364
1428	0.000	11.364
1429	0.000	11.364
1430	0.000	11.364
1431	0.000	11.364
1432	0.000	11.364
1433	0.000	11.364
1434	0.000	11.364
1436	0.000	11.364
1437	0.000	11.364
1438	0.000	11.364
1439	0.000	11.364
1445	0.000	11.364
1458	0.000	11.364
1459	0.000	11.364
1460	0.000	11.364
1461	0.000	11.364
1462	0.000	11.364
1463	0.000	11.364
1464	0.000	11.364
1465	0.000	11.364
1466	0.000	11.364
1467	0.000	11.364
1468	0.000	11.364
1469	0.000	11.364
1470	0.000	11.364
1471	0.000	11.364
1472	0.000	11.364
1473	0.000	11.364
1474	0.000	11.364
1475	0.000	11.364
1476	0.000	11.364
1477	0.000	11.364
1478	0.000	11.364
1479	0.000	11.364
1480	0.000	11.364
1481	0.000	11.364
1482	0.000	11.364
1483	0.000	11.364
1484	0.000	11.364
1488	0.000	11.364
1489	0.000	11.364
1490	0.000	11.364
1491	0.000	11.364
1492	0.000	11.364
1493	0.000	11.364
1494	0.000	11.364
1503	0.000	11.364
1504	0.000	11.364
1505	0.000	11.364
1506	0.000	11.364
1509	0.000	11.364
1510	0.000	11.364
1511	0.000	11.364
1512	0.000	11.364
1513	0.000	11.364
1514	0.000	11.364
1515	0.000	11.364
1516	0.000	11.364
1517	0.000	11.364
1518	0.000	11.364
1519	0.000	11.364
1522	0.000	11.364
1523	0.000	11.364
1524	0.000	11.364
1527	0.000	11.364
1530	0.000	11.364
1531	0.000	11.364
1533	0.000	11.364
1534	0.000	11.364
1536	0.000	11.364
1537	0.000	11.364
1538	0.000	11.364
1540	0.000	11.364
1541	0.000	11.364
1544	0.000	11.364
1545	0.000	11.364
1548	0.000	11.364
1549	0.000	11.364
1550	0.000	11.364
1551	0.000	11.364
1552	0.000	11.364
1553	0.000	11.364
1554	0.000	11.364
1557	0.000	11.364
1558	0.000	11.364
1559	0.000	11.364
1560	0.000	11.364
1561	0.000	11.364
1562	0.000	11.364
1563	0.000	11.364
1564	0.000	11.364
1565	0.000	11.364
1566	0.000	11.364
1568	0.000	11.364
1570	0.000	11.364
1572	0.000	11.364
1573	0.000	11.364
1574	0.000	11.364
1575	0.000	11.364
1576	0.000	11.364
1577	0.000	11.364
1578	0.000	11.364
1579	0.000	11.364
1580	0.000	11.364
1581	0.000	11.364
1582	0.000	11.364
1583	0.000	11.364
1584	0.000	11.364
1586	0.000	11.364
1587	0.000	11.364
1588	0.000	11.364
1589	0.000	11.364
1590	0.000	11.364
1591	0.000	11.364
1592	0.000	11.364
1593	0.000	11.364
1594	0.000	11.364
1595	0.000	11.364
1596	0.000	11.364
1597	0.000	11.364
1598	0.000	11.364
1601	0.000	11.364
1602	0.000	11.364
1604	0.000	11.364
1605	0.000	11.364
1606	0.000	11.364
1607	0.000	11.364
1608	0.000	11.364
1609	0.000	11.364
1610	0.000	11.364
1611	0.000	11.364
1612	0.000	11.364
1613	0.000	11.364
1614	0.000	11.364
1615	0.000	11.364
1616	0.000	11.364
1617	0.000	11.364
1623	0.000	11.364
1624	0.000	11.364
1625	0.000	11.364
1627	0.000	11.364
1628	0.000	11.364
1630	0.000	11.364
1632	0.000	11.364
1633	0.000	11.364
1634	0.000	11.364
1635	0.000	11.364
1636	0.000	11.364
1637	0.000	11.364
1638	0.000	11.364
1639	0.000	11.364
1640	0.000	11.364
1641	0.000	11.364
1643	0.000	11.364
1644	0.000	11.364
1645	0.000	11.364
1649	0.000	11.364
1650	0.000	11.364
1651	0.000	11.364
1658	0.000	11.364
1660	0.000	11.364
1661	0.000	11.364
1662	0.000	11.364
1663	0.000	11.364
1665	0.000	11.364
1666	0.000	11.364
1667	0.000	11.364
1668	0.000	11.364
1669	0.000	11.364
1670	0.000	11.364
1672	0.000	11.364
1673	0.000	11.364
1674	0.000	11.364
1675	0.000	11.364
1676	0.000	11.364
1677	0.000	11.364
1678	0.000	11.364
1679	0.000	11.364
1680	0.000	11.364
1681	0.000	11.364
1682	0.000	11.364
1683	0.000	11.364
1684	0.000	11.364
1685	0.000	11.364
1686	0.000	11.364
1687	0.000	11.364
1689	0.000	11.364
1690	0.000	11.364
1691	0.000	11.364
1692	0.000	11.364
1693	0.000	11.364
1694	0.000	11.364
1695	0.000	11.364
1696	0.000	11.364
1697	0.000	11.364
1698	0.000	11.364
1699	0.000	11.364
1700	0.000	11.364
1702	0.000	11.364
1703	0.000	11.364
1708	0.000	11.364
1709	0.000	11.364
1719	0.000	11.364
1720	0.000	11.364
1721	0.000	11.364
1722	0.000	11.364
1723	0.000	11.364
1724	0.000	11.364
1725	0.000	11.364
1726	0.000	11.364
1727	0.000	11.364
1728	0.000	11.364
1729	0.000	11.364
1730	0.000	11.364
1731	0.000	11.364
1732	0.000	11.364
1733	0.000	11.364
1734	0.000	11.364
1735	0.000	11.364
1736	0.000	11.364
1737	0.000	11.364
1738	0.000	11.364
1739	0.000	11.364
1740	0.000	11.364
1741	0.000	11.364
1742	0.000	11.364
1743	0.000	11.364
1744	0.000	11.364
1745	0.000	11.364
1746	0.000	11.364
1747	0.000	11.364
1752	0.000	11.364
1753	0.000	11.364
1754	0.000	11.364
1755	0.000	11.364
1756	0.000	11.364
1757	0.000	11.364
1759	0.000	11.364
1760	0.000	11.364
1764	0.000	11.364
1765	0.000	11.364
1766	0.000	11.364
1783	0.000	11.364
1784	0.000	11.364
1789	0.000	11.364
1791	0.000	11.364
1792	0.000	11.364
1793	0.000	11.364
1794	0.000	11.364
1795	0.000	11.364
1796	0.000	11.364
1797	0.000	11.364
1798	0.000	11.364
1799	0.000	11.364
1800	0.000	11.364
1827	0.000	11.364
1841	0.000	11.364
1842	0.000	11.364
1843	0.000	11.364
1844	0.000	11.364
1845	0.000	11.364
1846	0.000	11.364
1847	0.000	11.364
1848	0.000	11.364
1849	0.000	11.364
1858	0.000	11.364
1859	0.000	11.364
1860	0.000	11.364
1861	0.000	11.364
1862	0.000	11.364
1863	0.000	11.364
1864	0.000	11.364
1865	0.000	11.364
1866	0.000	11.364
1867	0.000	11.364
1868	0.000	11.364
1869	0.000	11.364
1870	0.000	11.364
1871	0.000	11.364
1872	0.000	11.364
1873	0.000	11.364
1874	0.000	11.364
1898	0.000	11.364
1900	0.000	11.364
1901	0.000	11.364
1902	0.000	11.364
1903	0.000	11.364
1905	0.000	11.364
1906	0.000	11.932
1907	0.000	11.932
1908	0.000	11.932
1909	0.000	11.932
1910	0.000	11.932
1911	0.000	11.932
1912	0.000	11.932
1913	0.000	11.932
1914	0.000	11.932
1925	0.000	11.932
1926	0.000	11.932
1927	0.000	11.932
1928	0.000	11.932
1955	0.000	12.500
1956	0.000	12.500
1957	0.000	12.500
1958	0.000	12.500
1963	0.000	12.500
1964	0.000	12.500
1965	0.000	12.500
1967	0.000	12.500
1968	0.000	12.500
1970	0.000	12.500
1971	0.000	12.500
1973	0.000	12.500
1974	0.000	12.500
1977	0.000	12.500
1978	0.000	12.500
1979	0.000	12.500
1980	0.000	12.500
1981	0.000	12.500
1982	0.000	12.500
1983	0.000	13.068
1984	0.000	13.068
1985	0.000	13.068
1987	0.000	13.068
1988	0.000	13.068
1989	0.000	13.068
1990	0.000	13.068
1991	0.000	13.068
1992	0.000	13.068
1993	0.000	13.068
1994	0.000	13.068
1995	0.000	13.068
1997	0.000	13.068
2002	0.000	13.068
2003	0.000	13.068
2004	0.000	13.068
