marker_number	male_position	female_position
514	0.568	0.568
515	0.568	0.568
516	0.568	0.568
517	0.568	0.568
518	0.568	0.568
519	0.568	0.568
520	0.568	0.568
521	0.568	0.568
522	0.568	0.568
523	0.568	0.568
530	0.568	0.568
534	0.568	0.568
535	0.568	0.568
536	0.568	0.568
541	0.568	0.568
542	0.568	0.568
543	0.568	0.568
544	0.568	0.568
545	0.568	0.568
546	0.568	0.568
547	0.568	0.568
548	0.568	0.568
549	0.568	0.568
550	0.568	0.568
554	0.568	0.568
558	0.568	0.568
559	0.568	0.568
560	0.568	0.568
561	0.568	0.568
563	0.568	0.568
564	0.568	0.568
566	0.568	0.568
568	0.568	0.568
570	0.568	0.568
571	0.568	0.568
572	0.568	0.568
574	0.568	0.568
575	0.568	0.568
576	0.568	0.568
578	0.568	0.568
580	0.852	0.852
581	1.136	1.136
582	1.136	1.136
584	1.136	1.136
585	1.136	1.136
586	1.136	1.136
588	1.136	1.136
589	1.136	1.136
590	1.136	1.136
591	1.136	1.136
592	1.136	1.136
593	1.136	1.136
594	1.136	1.136
598	1.136	1.136
599	1.136	1.136
600	1.136	1.136
601	1.136	1.136
602	1.136	1.136
603	1.136	1.136
604	1.136	1.136
606	1.136	1.136
607	1.136	1.136
608	1.136	1.136
609	1.136	1.136
610	1.136	1.136
611	1.136	1.136
612	1.136	1.136
613	1.136	1.136
614	1.136	1.136
615	1.136	1.136
616	1.136	1.136
617	1.136	1.136
618	1.136	1.136
619	1.136	1.136
620	1.136	1.136
621	1.136	1.136
622	1.136	1.136
623	1.136	1.136
624	1.136	1.136
625	1.136	1.136
626	1.136	1.136
627	1.136	1.136
628	1.136	1.136
629	1.136	1.136
630	1.136	1.136
637	1.136	1.136
638	1.136	1.136
639	1.136	1.136
640	1.136	1.136
641	1.136	1.136
642	1.136	1.136
643	1.136	1.136
644	1.136	1.136
647	1.136	1.136
648	1.136	1.136
649	1.136	1.136
650	1.136	1.136
651	1.136	1.136
652	1.136	1.136
653	1.136	1.136
654	1.136	1.136
655	1.136	1.136
656	1.136	1.136
657	1.136	1.136
658	1.136	1.136
667	1.136	1.136
668	1.136	1.136
669	1.136	1.136
670	1.136	1.136
671	1.136	1.136
672	1.136	1.136
674	1.136	1.136
678	1.136	1.136
681	1.136	1.136
682	1.136	1.136
684	1.136	1.136
685	1.136	1.136
686	1.136	1.136
688	1.136	1.136
692	1.136	1.136
698	1.136	1.136
701	1.136	1.136
702	1.136	1.136
703	1.136	1.136
704	1.136	1.136
705	1.136	1.136
706	1.136	1.136
707	1.136	1.136
711	1.136	1.136
712	1.136	1.136
713	1.136	1.136
714	1.136	1.136
715	1.136	1.136
716	1.136	1.136
717	1.136	1.136
718	1.136	1.136
719	1.136	1.136
720	1.136	1.136
721	1.136	1.136
722	1.136	1.136
723	1.136	1.136
724	1.136	1.136
725	1.136	1.136
726	1.136	1.136
727	1.136	1.136
728	1.136	1.136
729	1.136	1.136
730	1.136	1.136
731	1.136	1.136
732	1.136	1.136
733	1.136	1.136
734	1.136	1.136
736	1.136	1.136
737	1.136	1.136
738	1.136	1.136
739	1.136	1.136
740	1.136	1.136
741	1.136	1.136
742	1.136	1.136
743	1.136	1.136
749	1.136	1.136
751	1.136	1.136
752	1.136	1.136
755	1.136	1.136
756	1.136	1.136
759	1.136	1.136
761	1.136	1.136
763	1.136	1.136
764	1.136	1.136
765	1.136	1.136
766	1.136	1.136
768	1.136	1.136
769	1.136	1.136
771	1.136	1.136
772	1.136	1.136
773	1.136	1.136
774	1.136	1.136
775	1.136	1.136
778	1.136	1.136
779	1.136	1.136
780	1.136	1.136
781	1.136	1.136
782	1.136	1.136
783	1.136	1.136
784	1.136	1.136
785	1.136	1.136
786	1.136	1.136
787	1.136	1.136
788	1.136	1.136
789	1.136	1.136
790	1.136	1.136
792	1.136	1.136
793	1.136	1.136
794	1.136	1.136
795	1.136	1.136
797	1.136	1.136
798	1.136	1.136
801	1.136	1.136
802	1.136	1.136
803	1.136	1.136
804	1.136	1.136
805	1.136	1.136
806	1.136	1.136
807	1.136	1.136
808	1.136	1.136
809	1.136	1.136
810	1.136	1.136
811	1.136	1.136
812	1.136	1.136
813	1.136	1.136
814	1.136	1.136
815	1.136	1.136
816	1.136	1.136
817	1.136	1.136
818	1.136	1.136
819	1.136	1.136
820	1.136	1.136
821	1.136	1.136
822	1.136	1.136
823	1.136	1.136
824	1.136	1.136
825	1.136	1.136
826	1.136	1.136
827	1.136	1.136
828	1.136	1.136
829	1.136	1.136
830	1.136	1.136
831	1.136	1.136
836	1.136	1.136
838	1.136	1.136
839	1.136	1.136
840	1.136	1.136
841	1.136	1.136
842	1.136	1.136
843	1.136	1.136
844	1.136	1.136
845	1.136	1.136
846	1.136	1.136
847	1.136	1.136
848	1.136	1.136
849	1.136	1.136
850	1.136	1.136
851	1.136	1.136
852	1.136	1.136
853	1.136	1.136
854	1.136	1.136
855	1.136	1.136
856	1.136	1.136
857	1.136	1.136
858	1.136	1.136
859	1.136	1.136
860	1.136	1.136
861	1.136	1.136
863	1.136	1.136
865	1.136	1.136
871	1.136	1.136
877	1.136	1.136
878	1.136	1.136
881	1.136	1.136
892	1.136	1.136
893	1.136	1.136
894	1.136	1.136
895	1.136	1.136
896	1.136	1.136
897	1.136	1.136
912	1.136	1.136
920	1.136	1.136
921	1.136	1.136
922	1.136	1.136
923	1.136	1.136
924	1.136	1.136
925	1.136	1.136
926	1.136	1.136
927	1.136	1.136
928	1.136	1.136
929	1.136	1.136
930	1.136	1.136
931	1.136	1.136
932	1.136	1.136
933	1.136	1.136
934	1.136	1.136
935	1.136	1.136
936	1.136	1.136
937	1.136	1.136
938	1.136	1.136
939	1.136	1.136
940	1.136	1.136
941	1.136	1.136
942	1.136	1.136
943	1.136	1.136
944	1.136	1.136
945	1.136	1.136
946	1.136	1.136
947	1.136	1.136
948	1.136	1.136
949	1.136	1.136
950	1.136	1.136
951	1.136	1.136
952	1.136	1.136
953	1.136	1.136
954	1.136	1.136
955	1.136	1.136
956	1.136	1.136
957	1.136	1.136
958	1.136	1.136
959	1.136	1.136
960	1.136	1.136
961	1.136	1.136
962	1.136	1.136
963	1.136	1.136
964	1.136	1.136
966	1.136	1.136
967	1.136	1.136
968	1.136	1.136
969	1.136	1.136
970	1.136	1.136
971	1.136	1.136
972	1.136	1.136
973	1.136	1.136
974	1.136	1.136
975	1.136	1.136
976	1.136	1.136
977	1.136	1.136
978	1.136	1.136
979	1.136	1.136
980	1.136	1.136
981	1.136	1.136
982	1.136	1.136
983	1.136	1.136
985	1.136	1.136
987	1.136	1.136
990	1.136	1.136
991	1.136	1.136
992	1.136	1.136
993	1.136	1.136
994	1.136	1.136
995	1.136	1.136
996	1.136	1.136
997	1.136	1.136
998	1.136	1.136
999	1.136	1.136
1000	1.136	1.136
1001	1.136	1.136
1002	1.136	1.136
1003	1.136	1.136
1004	1.136	1.136
1005	1.136	1.136
1006	1.136	1.136
1007	1.136	1.136
1008	1.136	1.136
1009	1.136	1.136
1010	1.136	1.136
1011	1.136	1.136
1012	1.136	1.136
1013	1.136	1.136
1014	1.136	1.136
1015	1.136	1.136
1016	1.136	1.136
1017	1.136	1.136
1018	1.136	1.136
1019	1.136	1.136
1039	1.136	1.136
1042	1.136	1.136
1043	1.136	1.136
1044	1.136	1.136
1046	1.136	1.136
1047	1.136	1.136
1048	1.136	1.136
1049	1.136	1.136
1050	1.136	1.136
1051	1.136	1.136
1052	1.136	1.136
1053	1.136	1.136
1054	1.136	1.136
1055	1.136	1.136
1059	1.136	1.136
1061	1.136	1.136
1062	1.136	1.136
1067	1.136	1.136
1068	1.136	1.136
1069	1.136	1.136
1071	1.136	1.136
1072	1.136	1.136
1073	1.136	1.136
1074	1.136	1.136
1075	1.136	1.136
1076	1.136	1.136
1077	1.136	1.136
1078	1.136	1.136
1079	1.136	1.136
1080	1.136	1.136
1081	1.136	1.136
1083	1.136	1.136
1084	1.136	1.136
1085	1.136	1.136
1087	1.136	1.136
1092	1.136	1.136
1096	1.136	1.136
1097	1.136	1.136
1098	1.136	1.136
1099	1.136	1.136
1101	1.136	1.136
1102	1.136	1.136
1103	1.136	1.136
1104	1.136	1.136
1105	1.136	1.136
1106	1.136	1.136
1110	1.136	1.136
1112	1.136	1.136
1113	1.136	1.136
1114	1.136	1.136
1117	1.136	1.136
1118	1.136	1.136
1121	1.136	1.136
1122	1.136	1.136
1123	1.136	1.136
1124	1.136	1.136
1125	1.136	1.136
1126	1.136	1.136
1127	1.136	1.136
1128	1.136	1.136
1129	1.136	1.136
1130	1.136	1.136
1131	1.136	1.136
1132	1.136	1.136
1133	1.136	1.136
1134	1.136	1.136
1135	1.136	1.136
1136	1.136	1.136
1137	1.136	1.136
1138	1.136	1.136
1139	1.136	1.136
1141	1.136	1.136
1144	1.136	1.136
1145	1.136	1.136
1147	1.136	1.136
1148	1.136	1.136
1149	1.136	1.136
1150	1.136	1.136
1151	1.136	1.136
1152	1.136	1.136
1153	1.136	1.136
1155	1.136	1.136
1156	1.136	1.136
1157	1.136	1.136
1158	1.136	1.136
1159	1.136	1.136
1160	1.136	1.136
1161	1.136	1.136
1170	1.136	1.136
1172	1.136	1.136
1173	1.136	1.136
1174	1.136	1.136
1179	1.136	1.136
1180	1.136	1.136
1181	1.136	1.136
1182	1.136	1.136
1183	1.136	1.136
1184	1.136	1.136
1185	1.136	1.136
1186	1.136	1.136
1187	1.136	1.136
1188	1.136	1.136
1189	1.136	1.136
1190	1.136	1.136
1192	1.136	1.136
1194	1.136	1.136
1197	1.136	1.136
1204	1.136	1.136
1205	1.136	1.136
1206	1.136	1.136
1207	1.136	1.136
1208	1.136	1.136
1209	1.136	1.136
1214	1.136	1.136
1215	1.136	1.136
1217	1.136	1.136
1221	1.136	1.136
1222	1.136	1.136
1223	1.136	1.136
1224	1.136	1.136
1225	1.136	1.136
1232	1.136	1.136
1234	1.136	1.136
1235	1.136	1.136
1236	1.136	1.136
1237	1.136	1.136
1238	1.136	1.136
1242	1.136	1.136
1243	1.136	1.136
1244	1.136	1.136
1247	1.136	1.136
1249	1.136	1.136
1250	1.136	1.136
1251	1.136	1.136
1252	1.136	1.136
1255	1.136	1.136
1266	1.136	1.136
1267	1.136	1.136
1268	1.136	1.136
1269	1.136	1.136
1270	1.136	1.136
1271	1.136	1.136
1272	1.136	1.136
1273	1.136	1.136
1274	1.136	1.136
1275	1.136	1.136
1276	1.136	1.136
1277	1.136	1.136
1278	1.136	1.136
1279	1.136	1.136
1280	1.136	1.136
1281	1.136	1.136
1282	1.136	1.136
1283	1.136	1.136
1284	1.136	1.136
1285	1.136	1.136
1286	1.136	1.136
1287	1.136	1.136
1288	1.136	1.136
1289	1.136	1.136
1290	1.136	1.136
1291	1.136	1.136
1292	1.136	1.136
1293	1.136	1.136
1294	1.136	1.136
1295	1.136	1.136
1296	1.136	1.136
1297	1.136	1.136
1298	1.136	1.136
1302	1.136	1.136
1303	1.136	1.136
1304	1.136	1.136
1305	1.136	1.136
1306	1.136	1.136
1307	1.136	1.136
1308	1.136	1.136
1309	1.136	1.136
1310	1.136	1.136
1312	1.136	1.136
1313	1.136	1.136
1314	1.136	1.136
1315	1.136	1.136
1316	1.136	1.136
1317	1.136	1.136
1318	1.136	1.136
1319	1.136	1.136
1320	1.136	1.136
1321	1.136	1.136
1324	1.136	1.136
1325	1.136	1.136
1326	1.136	1.136
1327	1.136	1.136
1328	1.136	1.136
1329	1.136	1.136
1330	1.136	1.136
1331	1.136	1.136
1334	1.136	1.136
1335	1.136	1.136
1336	1.136	1.136
1337	1.136	1.136
1338	1.136	1.136
1340	1.136	1.136
1341	1.136	1.136
1342	1.136	1.136
1343	1.136	1.136
1344	1.136	1.136
1345	1.136	1.136
1346	1.136	1.136
1347	1.136	1.136
1348	1.136	1.136
1350	1.136	1.136
1351	1.136	1.136
1352	1.136	1.136
1353	1.136	1.136
1354	1.136	1.136
1355	1.136	1.136
1356	1.136	1.136
1357	1.136	1.136
1359	1.136	1.136
1364	1.136	1.136
1366	1.136	1.136
1367	1.136	1.136
1368	1.136	1.136
1369	1.136	1.136
1370	1.136	1.136
1371	1.136	1.136
1372	1.136	1.136
1373	1.136	1.136
1374	1.136	1.136
1375	1.136	1.136
1376	1.136	1.136
1377	1.136	1.136
1378	1.136	1.136
1379	1.136	1.136
1380	1.136	1.136
1381	1.136	1.136
1382	1.136	1.136
1383	1.136	1.136
1384	1.136	1.136
1385	1.136	1.136
1386	1.136	1.136
1387	1.136	1.136
1388	1.136	1.136
1389	1.136	1.136
1390	1.136	1.136
1391	1.136	1.136
1392	1.136	1.136
1393	1.136	1.136
1394	1.136	1.136
1395	1.136	1.136
1396	1.136	1.136
1397	1.136	1.136
1398	1.136	1.136
1399	1.136	1.136
1400	1.136	1.136
1401	1.989	1.989
1402	1.989	1.989
1403	1.989	1.989
1404	1.989	1.989
1405	1.989	1.989
1406	1.989	1.989
1407	1.989	1.989
1408	1.989	1.989
1409	1.989	1.989
1413	1.989	1.989
1416	1.989	1.989
1417	1.989	1.989
1419	1.989	1.989
1420	1.989	1.989
1422	1.989	1.989
1423	1.989	1.989
1424	1.989	1.989
1425	1.989	1.989
1426	1.989	1.989
1427	1.989	1.989
1428	1.989	1.989
1429	1.989	1.989
1430	1.989	1.989
1431	1.989	1.989
1432	1.989	1.989
1434	1.989	1.989
1435	1.989	1.989
1436	1.989	1.989
1437	1.989	1.989
1438	1.989	1.989
1439	1.989	1.989
1440	1.989	1.989
1444	1.989	1.989
1445	1.989	1.989
1446	1.989	1.989
1447	1.989	1.989
1448	1.989	1.989
1449	1.989	1.989
1450	1.989	1.989
1451	1.989	1.989
1452	1.989	1.989
1453	1.989	1.989
1454	1.989	1.989
1455	1.989	1.989
1456	1.989	1.989
1457	1.989	1.989
1458	1.989	1.989
1459	1.989	1.989
1463	1.989	1.989
1464	1.989	1.989
1465	1.989	1.989
1466	1.989	1.989
1467	1.989	1.989
1468	1.989	1.989
1469	1.989	1.989
1470	1.989	1.989
1471	1.989	1.989
1472	1.989	1.989
1473	1.989	1.989
1474	1.989	1.989
1475	1.989	1.989
1476	1.989	1.989
1477	1.989	1.989
1478	1.989	1.989
1479	1.989	1.989
1480	1.989	1.989
1481	1.989	1.989
1482	1.989	1.989
1483	1.989	1.989
1484	1.989	1.989
1485	1.989	1.989
1486	1.989	1.989
1487	1.989	1.989
1488	1.989	1.989
1489	1.989	1.989
1490	1.989	1.989
1491	1.989	1.989
1492	1.989	1.989
1493	1.989	1.989
1498	1.989	1.989
1507	1.989	1.989
1508	1.989	1.989
1509	2.273	2.273
1510	2.273	2.273
1511	2.273	2.273
1512	2.273	2.273
1513	2.273	2.273
1514	2.273	2.273
1515	2.273	2.273
1519	2.273	2.273
1520	2.273	2.273
1521	2.273	2.273
1522	2.273	2.273
1523	2.273	2.273
1524	2.273	2.273
1525	2.273	2.273
1526	2.273	2.273
1527	2.273	2.273
1528	2.273	2.273
1529	2.273	2.273
1530	2.273	2.273
1531	2.273	2.273
1532	2.273	2.273
1533	2.273	2.273
1534	2.273	2.273
1535	2.273	2.273
1536	2.273	2.273
1537	2.273	2.273
1538	2.273	2.273
1539	2.273	2.273
1540	2.273	2.273
1541	2.273	2.273
1542	2.273	2.273
1543	2.273	2.273
1544	2.273	2.273
1545	2.273	2.273
1546	2.273	2.273
1547	2.273	2.273
1548	2.273	2.273
1549	2.273	2.273
1550	2.273	2.273
1551	2.273	2.273
1553	2.273	2.273
1554	2.273	2.273
1555	2.273	2.273
1556	2.273	2.273
1557	2.273	2.273
1558	2.273	2.273
1559	2.273	2.273
1560	2.273	2.273
1561	2.273	2.273
1562	2.273	2.273
1563	2.273	2.273
1564	2.273	2.273
1565	2.273	2.273
1566	2.273	2.273
1567	2.273	2.273
1568	2.273	2.273
1569	2.273	2.273
1570	2.273	2.273
1571	2.273	2.273
1572	2.273	2.273
1573	2.273	2.273
1574	2.273	2.273
1575	2.273	2.273
1576	2.273	2.273
1577	2.273	2.273
1578	2.273	2.273
1580	2.273	2.273
1581	2.273	2.273
1582	2.273	2.273
1584	2.273	2.273
1585	2.273	2.273
1586	2.273	2.273
1587	2.273	2.273
1588	2.273	2.273
1589	2.273	2.273
1590	2.273	2.273
1591	2.273	2.273
1595	2.273	2.273
1600	2.273	2.273
1603	2.273	2.273
1606	2.273	2.273
1608	2.273	2.273
1609	2.273	2.273
1621	2.273	2.273
1622	2.273	2.273
1623	2.273	2.273
1624	2.273	2.273
1625	2.273	2.273
1626	2.273	2.273
1627	2.273	2.273
1628	2.273	2.273
1629	2.273	2.273
1630	2.273	2.273
1631	2.273	2.273
1632	2.273	2.273
1633	2.273	2.273
1634	2.273	2.273
1635	2.273	2.273
1636	2.273	2.273
1637	2.273	2.273
1638	2.273	2.273
1639	2.273	2.273
1640	2.273	2.273
1641	2.273	2.273
1646	2.273	2.273
1648	2.273	2.273
1649	2.273	2.273
1650	2.273	2.273
1651	2.273	2.273
1652	2.273	2.273
1653	2.273	2.273
1654	2.273	2.273
1655	2.273	2.273
1658	2.273	2.273
1659	2.273	2.273
1660	2.273	2.273
1661	2.273	2.273
1662	2.273	2.273
1663	2.273	2.273
1664	2.273	2.273
1665	2.273	2.273
1666	2.273	2.273
1667	2.273	2.273
1668	2.273	2.273
1669	2.273	2.273
1670	2.273	2.273
1671	2.273	2.273
1673	2.273	2.273
1674	2.273	2.273
1675	2.273	2.273
1676	2.273	2.273
1677	2.273	2.273
1678	2.273	2.273
1679	2.273	2.273
1681	2.273	2.273
1682	2.273	2.273
1683	2.273	2.273
1684	2.273	2.273
1685	2.273	2.273
1686	2.273	2.273
1687	2.273	2.273
1688	2.273	2.273
1689	2.273	2.273
1690	2.273	2.273
1691	2.273	2.273
1692	2.273	2.273
1693	2.273	2.273
1694	2.273	2.273
1695	2.273	2.273
1696	2.273	2.273
1697	2.273	2.273
1704	2.273	2.273
1705	2.273	2.273
1706	2.273	2.273
1707	2.273	2.273
1708	2.273	2.273
1709	2.273	2.273
1710	2.273	2.273
1711	2.273	2.273
1712	2.273	2.273
1713	2.273	2.273
1714	2.273	2.273
1715	2.273	2.273
1718	3.693	3.693
1719	3.693	3.693
1720	3.693	3.693
1721	3.693	3.693
1722	3.693	3.693
1723	3.693	3.693
1725	3.693	3.693
1728	3.693	3.693
1729	3.693	3.693
1730	3.977	3.977
1737	5.114	5.114
1745	5.114	5.114
1747	5.114	5.114
1757	5.966	5.966
1759	6.250	6.250
1760	6.250	6.250
1761	6.250	6.250
1762	6.250	6.250
1763	6.250	6.250
1764	6.250	6.250
1765	6.250	6.250
1766	6.250	6.250
1767	6.250	6.250
1768	6.250	6.250
1769	6.250	6.250
1770	6.250	6.250
1771	6.250	6.250
1772	6.250	6.250
1773	6.250	6.250
1775	6.250	6.250
1776	6.250	6.250
1777	6.250	6.250
1778	6.250	6.250
1779	6.250	6.250
1780	6.250	6.250
1781	6.250	6.250
1782	6.250	6.250
1783	6.250	6.250
1784	6.250	6.250
1785	6.250	6.250
1786	6.250	6.250
1787	6.250	6.250
1788	6.250	6.250
1789	6.250	6.250
1790	6.250	6.250
1791	6.250	6.250
1792	6.250	6.250
1793	6.250	6.250
1794	6.250	6.250
1795	6.250	6.250
1796	6.250	6.250
1797	6.250	6.250
1798	6.250	6.250
1799	6.250	6.250
1800	6.250	6.250
1801	6.250	6.250
1802	6.250	6.250
1803	6.250	6.250
1804	6.250	6.250
1805	6.250	6.250
1806	6.250	6.250
1807	6.250	6.250
1808	6.250	6.250
1809	6.250	6.250
1810	6.250	6.250
1811	6.250	6.250
1812	6.250	6.250
1813	6.250	6.250
1814	6.250	6.250
1815	6.250	6.250
1816	6.250	6.250
1817	6.250	6.250
1819	6.250	6.250
1820	6.250	6.250
1821	6.250	6.250
1822	6.250	6.250
1823	6.250	6.250
1825	6.250	6.250
1826	6.250	6.250
1827	6.250	6.250
1828	6.250	6.250
1829	6.250	6.250
1830	6.250	6.250
1831	6.250	6.250
1832	6.250	6.250
1833	6.250	6.250
1834	6.250	6.250
1835	6.250	6.250
1836	6.250	6.250
1837	6.250	6.250
1838	6.250	6.250
1840	6.250	6.250
1841	6.250	6.250
1842	6.250	6.250
1844	6.250	6.250
1846	6.250	6.250
1847	6.250	6.250
1848	6.250	6.250
1865	6.250	6.250
1866	6.250	6.250
1867	6.250	6.250
1868	6.250	6.250
1869	6.250	6.250
1870	6.250	6.250
1871	6.250	6.250
1872	6.250	6.250
1873	6.250	6.250
1874	6.250	6.250
1875	6.250	6.250
1877	6.250	6.250
1878	6.250	6.250
1879	6.250	6.250
1880	6.250	6.250
1881	6.250	6.250
1882	6.250	6.250
1884	6.250	6.250
1886	6.250	6.250
1887	6.250	6.250
1888	6.250	6.250
1889	6.250	6.250
1890	6.250	6.250
1891	6.250	6.250
1892	6.250	6.250
1893	6.250	6.250
1894	6.250	6.250
1895	6.250	6.250
1896	6.250	6.250
1897	6.250	6.250
1898	6.250	6.250
1899	6.250	6.250
1900	6.250	6.250
1901	6.250	6.250
1902	6.250	6.250
1903	6.250	6.250
1904	6.250	6.250
1905	6.250	6.250
1906	6.250	6.250
1907	6.250	6.250
1908	6.250	6.250
1909	6.250	6.250
1910	6.250	6.250
1911	6.250	6.250
1912	6.250	6.250
1913	6.250	6.250
1914	6.250	6.250
1915	6.250	6.250
1916	6.250	6.250
1917	6.250	6.250
1918	6.250	6.250
1919	6.250	6.250
1920	6.250	6.250
1921	6.250	6.250
1922	6.250	6.250
1924	6.250	6.250
1925	6.250	6.250
1926	6.250	6.250
1927	6.250	6.250
1931	6.250	6.250
1933	6.250	6.250
1934	6.250	6.250
1935	6.250	6.250
1936	6.250	6.250
1937	6.250	6.250
1938	6.250	6.250
1939	6.250	6.250
1940	6.250	6.250
1941	6.250	6.250
1942	6.250	6.250
1944	6.250	6.250
1945	6.250	6.250
1946	6.250	6.250
1947	6.250	6.250
1948	6.250	6.250
1949	6.250	6.250
