marker_number	male_position	female_position
139	4.545	4.545
140	4.545	4.545
141	4.545	4.545
142	4.545	4.545
143	4.545	4.545
144	4.545	4.545
145	5.682	5.682
146	5.682	5.682
147	5.682	5.682
148	7.102	7.102
149	7.102	7.102
150	7.102	7.102
151	7.102	7.102
152	7.102	7.102
153	7.102	7.102
154	7.102	7.102
159	7.102	7.102
160	7.102	7.102
161	7.102	7.102
162	7.102	7.102
163	7.102	7.102
164	7.102	7.102
165	7.102	7.102
168	7.102	7.102
169	7.102	7.102
170	7.102	7.102
171	7.102	7.102
172	7.102	7.102
173	7.102	7.102
174	7.102	7.102
178	7.102	7.102
179	7.102	7.102
180	7.102	7.102
193	7.102	7.102
196	7.102	7.102
197	7.102	7.102
198	7.102	7.102
200	7.102	7.102
201	7.102	7.102
202	7.102	7.102
203	7.102	7.102
204	7.102	7.102
205	7.102	7.102
206	7.102	7.102
207	7.102	7.102
208	7.102	7.102
209	7.102	7.102
210	7.102	7.102
211	7.102	7.102
212	7.102	7.102
214	7.102	7.102
215	7.102	7.102
216	7.102	7.102
217	7.102	7.102
220	7.102	7.102
221	7.102	7.102
223	7.102	7.102
224	7.102	7.102
225	7.102	7.102
226	7.102	7.102
227	7.102	7.102
228	7.102	7.102
229	7.102	7.102
230	7.102	7.102
231	7.102	7.102
232	7.102	7.102
233	7.102	7.102
234	7.102	7.102
235	7.102	7.102
236	7.102	7.102
237	7.102	7.102
238	7.102	7.102
239	7.102	7.102
240	7.102	7.102
241	7.102	7.102
242	7.102	7.102
243	7.102	7.102
244	7.102	7.102
245	7.102	7.102
247	7.386	7.386
248	7.386	7.386
252	7.386	7.386
254	7.386	7.386
257	7.386	7.386
258	7.386	7.386
259	7.386	7.386
260	7.386	7.386
263	7.386	7.386
264	7.386	7.386
265	7.386	7.386
269	7.386	7.386
270	7.386	7.386
271	7.386	7.386
272	7.386	7.386
273	7.386	7.386
274	7.386	7.386
275	7.386	7.386
276	7.386	7.386
277	7.386	7.386
278	7.386	7.386
279	7.386	7.386
280	7.386	7.386
281	7.386	7.386
284	7.386	7.386
285	7.386	7.386
286	7.386	7.386
287	7.386	7.386
288	7.386	7.386
289	7.386	7.386
290	7.386	7.386
291	7.386	7.386
292	7.386	7.386
293	7.386	7.386
294	7.386	7.386
295	7.386	7.386
296	7.386	7.386
297	7.386	7.386
298	7.386	7.386
299	7.386	7.386
300	7.386	7.386
301	7.386	7.386
302	7.386	7.386
303	7.386	7.386
304	7.386	7.386
305	7.386	7.386
306	7.386	7.386
307	7.386	7.386
308	7.386	7.386
309	7.386	7.386
310	7.386	7.386
311	7.386	7.386
312	7.386	7.386
313	7.386	7.386
314	7.386	7.386
315	7.386	7.386
316	7.386	7.386
317	7.386	7.386
318	7.386	7.386
319	7.386	7.386
320	7.386	7.386
321	7.386	7.386
322	7.386	7.386
323	7.386	7.386
324	7.386	7.386
325	7.386	7.386
326	7.386	7.386
331	7.386	7.386
332	7.386	7.386
333	7.386	7.386
334	7.386	7.386
335	7.386	7.386
336	7.386	7.386
337	7.386	7.386
338	7.386	7.386
339	7.386	7.386
340	7.386	7.386
341	7.386	7.386
342	7.386	7.386
343	7.386	7.386
344	7.386	7.386
345	7.386	7.386
346	7.386	7.386
347	7.386	7.386
348	7.386	7.386
349	7.386	7.386
350	7.386	7.386
351	7.386	7.386
352	7.386	7.386
353	7.386	7.386
354	7.386	7.386
355	7.386	7.386
356	7.386	7.386
357	7.386	7.386
358	7.386	7.386
359	7.386	7.386
360	7.386	7.386
361	7.386	7.386
362	7.386	7.386
363	7.386	7.386
364	7.386	7.386
366	7.386	7.386
367	7.386	7.386
368	7.386	7.386
369	7.386	7.386
375	7.386	7.386
376	7.386	7.386
377	7.386	7.386
378	7.386	7.386
379	7.386	7.386
380	7.386	7.386
381	7.386	7.386
382	7.386	7.386
383	7.386	7.386
384	7.386	7.386
385	7.386	7.386
386	7.386	7.386
388	7.386	7.386
389	7.386	7.386
390	7.386	7.386
391	7.386	7.386
392	7.386	7.386
393	7.386	7.386
395	7.386	7.386
396	7.386	7.386
398	7.386	7.386
399	7.386	7.386
400	7.386	7.386
401	7.386	7.386
402	7.386	7.386
403	7.386	7.386
404	7.386	7.386
405	7.386	7.386
406	7.386	7.386
408	7.386	7.386
412	7.386	7.386
413	7.386	7.386
414	7.386	7.386
415	7.386	7.386
416	7.386	7.386
417	7.386	7.386
418	7.386	7.386
419	7.386	7.386
420	7.386	7.386
421	7.386	7.386
422	7.386	7.386
423	7.386	7.386
424	7.386	7.386
430	7.386	7.386
431	7.386	7.386
432	7.386	7.386
433	7.386	7.386
434	7.386	7.386
435	7.386	7.386
436	7.386	7.386
442	7.386	7.386
443	7.386	7.386
444	7.386	7.386
445	7.386	7.386
446	7.386	7.386
447	7.386	7.386
448	7.386	7.386
449	7.386	7.386
450	7.386	7.386
451	7.386	7.386
453	7.386	7.386
454	7.386	7.386
455	7.386	7.386
458	7.386	7.386
459	7.386	7.386
460	7.386	7.386
467	7.386	7.386
468	7.386	7.386
469	7.386	7.386
470	7.386	7.386
471	7.386	7.386
472	7.386	7.386
473	7.386	7.386
474	7.386	7.386
477	7.386	7.386
479	7.386	7.386
480	7.386	7.386
481	7.386	7.386
482	7.386	7.386
483	7.386	7.386
484	7.386	7.386
485	7.386	7.386
486	7.386	7.386
487	7.386	7.386
488	7.386	7.386
489	7.386	7.386
490	7.386	7.386
491	7.386	7.386
492	7.386	7.386
493	7.386	7.386
494	7.386	7.386
495	7.386	7.386
496	7.386	7.386
497	7.386	7.386
498	7.386	7.386
499	7.386	7.386
500	7.386	7.386
501	7.386	7.386
502	7.386	7.386
503	7.386	7.386
504	7.386	7.386
505	7.386	7.386
506	7.386	7.386
507	7.386	7.386
508	7.386	7.386
509	7.386	7.386
510	7.386	7.386
511	7.386	7.386
512	7.386	7.386
514	7.386	7.386
517	7.386	7.386
519	7.386	7.386
522	7.386	7.386
524	7.386	7.386
525	7.386	7.386
526	7.955	7.955
527	7.955	7.955
528	7.955	7.955
529	7.955	7.955
530	7.955	7.955
531	7.955	7.955
532	7.955	7.955
533	7.955	7.955
538	7.955	7.955
539	7.955	7.955
540	7.955	7.955
541	7.955	7.955
542	7.955	7.955
543	7.955	7.955
544	7.955	7.955
545	7.955	7.955
546	7.955	7.955
547	7.955	7.955
548	7.955	7.955
549	7.955	7.955
550	7.955	7.955
551	7.955	7.955
552	7.955	7.955
553	7.955	7.955
554	7.955	7.955
555	7.955	7.955
556	7.955	7.955
557	7.955	7.955
558	7.955	7.955
559	7.955	7.955
561	7.955	7.955
562	7.955	7.955
563	7.955	7.955
564	7.955	7.955
565	7.955	7.955
566	7.955	7.955
567	7.955	7.955
568	7.955	7.955
569	7.955	7.955
570	7.955	7.955
571	7.955	7.955
572	8.239	8.239
573	8.239	8.239
574	8.239	8.239
576	8.523	8.523
577	8.523	8.523
578	8.523	8.523
579	8.523	8.523
580	8.523	8.523
581	8.523	8.523
583	8.523	8.523
584	8.523	8.523
585	8.523	8.523
586	8.523	8.523
587	8.523	8.523
588	8.523	8.523
589	8.523	8.523
591	8.523	8.523
592	8.523	8.523
593	8.523	8.523
594	8.523	8.523
595	8.523	8.523
596	8.523	8.523
597	8.523	8.523
598	8.523	8.523
599	8.523	8.523
600	8.523	8.523
601	8.523	8.523
602	8.523	8.523
603	8.523	8.523
604	8.523	8.523
605	8.807	8.807
606	8.807	8.807
607	8.807	8.807
608	8.807	8.807
609	8.807	8.807
610	8.807	8.807
611	8.807	8.807
612	8.807	8.807
613	8.807	8.807
614	8.807	8.807
615	8.807	8.807
616	8.807	8.807
618	8.807	8.807
619	8.807	8.807
620	8.807	8.807
621	8.807	8.807
622	8.807	8.807
623	8.807	8.807
624	8.807	8.807
626	8.807	8.807
627	8.807	8.807
628	8.807	8.807
629	8.807	8.807
630	8.807	8.807
631	8.807	8.807
632	8.807	8.807
633	8.807	8.807
634	8.807	8.807
635	8.807	8.807
636	8.807	8.807
638	8.807	8.807
639	8.807	8.807
640	8.807	8.807
641	8.807	8.807
642	8.807	8.807
643	8.807	8.807
644	8.807	8.807
645	8.807	8.807
646	8.807	8.807
647	8.807	8.807
648	8.807	8.807
649	8.807	8.807
650	8.807	8.807
651	8.807	8.807
652	8.807	8.807
654	8.807	8.807
655	8.807	8.807
656	8.807	8.807
657	8.807	8.807
658	8.807	8.807
659	8.807	8.807
660	8.807	8.807
661	8.807	8.807
662	8.807	8.807
663	8.807	8.807
664	8.807	8.807
665	8.807	8.807
666	8.807	8.807
667	8.807	8.807
668	8.807	8.807
669	8.807	8.807
670	8.807	8.807
671	8.807	8.807
672	8.807	8.807
673	8.807	8.807
674	8.807	8.807
675	8.807	8.807
676	8.807	8.807
677	8.807	8.807
678	8.807	8.807
679	8.807	8.807
680	8.807	8.807
681	8.807	8.807
682	8.807	8.807
683	8.807	8.807
684	8.807	8.807
685	8.807	8.807
686	8.807	8.807
687	8.807	8.807
690	8.807	8.807
692	8.807	8.807
693	8.807	8.807
694	8.807	8.807
695	8.807	8.807
696	8.807	8.807
697	8.807	8.807
698	8.807	8.807
699	8.807	8.807
700	8.807	8.807
701	8.807	8.807
702	8.807	8.807
703	8.807	8.807
704	8.807	8.807
705	8.807	8.807
706	8.807	8.807
707	8.807	8.807
708	8.807	8.807
709	8.807	8.807
710	8.807	8.807
711	8.807	8.807
712	8.807	8.807
713	8.807	8.807
718	8.807	8.807
719	8.807	8.807
720	8.807	8.807
724	8.807	8.807
725	8.807	8.807
726	8.807	8.807
727	8.807	8.807
728	8.807	8.807
729	8.807	8.807
730	8.807	8.807
731	8.807	8.807
732	8.807	8.807
733	8.807	8.807
743	8.807	8.807
744	8.807	8.807
747	8.807	8.807
748	8.807	8.807
749	8.807	8.807
750	8.807	8.807
751	8.807	8.807
752	8.807	8.807
753	8.807	8.807
754	8.807	8.807
755	8.807	8.807
756	8.807	8.807
757	8.807	8.807
759	8.807	8.807
760	8.807	8.807
761	8.807	8.807
762	8.807	8.807
763	8.807	8.807
764	8.807	8.807
765	8.807	8.807
766	8.807	8.807
767	8.807	8.807
768	8.807	8.807
769	8.807	8.807
770	8.807	8.807
771	8.807	8.807
772	8.807	8.807
774	8.807	8.807
775	8.807	8.807
776	8.807	8.807
777	8.807	8.807
778	8.807	8.807
779	8.807	8.807
780	8.807	8.807
781	8.807	8.807
782	8.807	8.807
783	8.807	8.807
784	8.807	8.807
785	8.807	8.807
790	8.807	8.807
791	8.807	8.807
792	8.807	8.807
793	8.807	8.807
794	8.807	8.807
795	8.807	8.807
797	8.807	8.807
798	8.807	8.807
799	8.807	8.807
800	8.807	8.807
802	8.807	8.807
803	8.807	8.807
804	8.807	8.807
805	8.807	8.807
806	8.807	8.807
807	8.807	8.807
808	8.807	8.807
809	8.807	8.807
810	8.807	8.807
811	8.807	8.807
812	8.807	8.807
813	8.807	8.807
814	8.807	8.807
815	8.807	8.807
816	8.807	8.807
818	8.807	8.807
819	8.807	8.807
820	8.807	8.807
821	8.807	8.807
822	8.807	8.807
823	8.807	8.807
824	8.807	8.807
825	8.807	8.807
826	8.807	8.807
827	8.807	8.807
828	8.807	8.807
829	8.807	8.807
830	8.807	8.807
831	8.807	8.807
832	8.807	8.807
833	8.807	8.807
834	8.807	8.807
836	8.807	8.807
837	8.807	8.807
838	8.807	8.807
839	8.807	8.807
840	8.807	8.807
841	8.807	8.807
842	8.807	8.807
843	8.807	8.807
844	8.807	8.807
845	8.807	8.807
846	8.807	8.807
847	8.807	8.807
848	8.807	8.807
849	8.807	8.807
851	8.807	8.807
852	8.807	8.807
853	8.807	8.807
854	8.807	8.807
855	8.807	8.807
856	8.807	8.807
857	8.807	8.807
858	8.807	8.807
859	8.807	8.807
860	8.807	8.807
861	8.807	8.807
862	8.807	8.807
863	8.807	8.807
864	8.807	8.807
865	8.807	8.807
866	8.807	8.807
867	8.807	8.807
868	8.807	8.807
869	8.807	8.807
870	8.807	8.807
871	8.807	8.807
877	8.807	8.807
878	8.807	8.807
879	8.807	8.807
880	8.807	8.807
881	8.807	8.807
882	8.807	8.807
883	8.807	8.807
884	8.807	8.807
885	9.091	9.091
886	9.091	9.091
887	9.091	9.091
888	9.091	9.091
893	9.091	9.091
894	9.091	9.091
895	9.091	9.091
896	9.091	9.091
897	9.091	9.091
898	9.091	9.091
899	9.091	9.091
900	9.091	9.091
901	9.091	9.091
902	9.091	9.091
903	9.091	9.091
905	9.091	9.091
907	9.091	9.091
908	9.091	9.091
909	9.091	9.091
910	9.091	9.091
911	9.091	9.091
912	9.091	9.091
913	9.091	9.091
922	9.091	9.091
923	9.375	9.375
924	9.375	9.375
925	9.375	9.375
926	9.375	9.375
927	9.375	9.375
928	9.375	9.375
931	9.659	9.659
932	9.659	9.659
933	9.659	9.659
936	9.659	9.659
937	9.659	9.659
938	9.659	9.659
940	9.659	9.659
941	9.659	9.659
943	9.659	9.659
945	9.659	9.659
946	9.659	9.659
947	9.659	9.659
948	9.943	9.943
949	9.943	9.943
950	9.943	9.943
951	9.943	9.943
952	9.943	9.943
953	9.943	9.943
954	9.943	9.943
957	9.943	9.943
958	9.943	9.943
959	9.943	9.943
960	9.943	9.943
961	9.943	9.943
962	9.943	9.943
963	9.943	9.943
964	9.943	9.943
965	9.943	9.943
966	9.943	9.943
967	9.943	9.943
968	9.943	9.943
969	9.943	9.943
970	9.943	9.943
971	9.943	9.943
972	9.943	9.943
973	9.943	9.943
974	9.943	9.943
975	9.943	9.943
976	9.943	9.943
977	9.943	9.943
978	9.943	9.943
979	9.943	9.943
980	9.943	9.943
981	9.943	9.943
982	9.943	9.943
983	9.943	9.943
984	9.943	9.943
985	9.943	9.943
986	9.943	9.943
987	9.943	9.943
989	9.943	9.943
990	9.943	9.943
991	9.943	9.943
992	9.943	9.943
993	9.943	9.943
994	9.943	9.943
995	9.943	9.943
996	9.943	9.943
997	9.943	9.943
998	9.943	9.943
999	9.943	9.943
1000	9.943	9.943
1001	10.795	10.795
1002	10.795	10.795
1003	10.795	10.795
1004	10.795	10.795
1005	10.795	10.795
1006	10.795	10.795
1007	10.795	10.795
1008	10.795	10.795
1009	10.795	10.795
1010	10.795	10.795
1011	10.795	10.795
1012	10.795	10.795
1013	10.795	10.795
1014	10.795	10.795
1015	10.795	10.795
1016	10.795	10.795
1017	10.795	10.795
1018	10.795	10.795
1019	10.795	10.795
1020	10.795	10.795
1021	10.795	10.795
1022	10.795	10.795
1023	10.795	10.795
1024	10.795	10.795
1025	10.795	10.795
1026	10.795	10.795
1027	10.795	10.795
1028	10.795	10.795
1029	10.795	10.795
1030	10.795	10.795
1031	10.795	10.795
1032	10.795	10.795
1034	10.795	10.795
1035	10.795	10.795
1036	10.795	10.795
1037	10.795	10.795
1038	10.795	10.795
1039	10.795	10.795
1040	10.795	10.795
1041	10.795	10.795
1042	10.795	10.795
1043	10.795	10.795
1044	10.795	10.795
1046	10.795	10.795
1047	10.795	10.795
1048	10.795	10.795
1049	10.795	10.795
1050	10.795	10.795
1051	10.795	10.795
1052	10.795	10.795
1053	10.795	10.795
1054	10.795	10.795
1055	10.795	10.795
1056	10.795	10.795
1059	10.795	10.795
1060	10.795	10.795
1061	10.795	10.795
1062	10.795	10.795
1063	10.795	10.795
1064	10.795	10.795
1065	10.795	10.795
1066	10.795	10.795
1067	10.795	10.795
1068	10.795	10.795
1069	10.795	10.795
1070	11.080	11.080
1071	11.080	11.080
1072	11.080	11.080
1073	11.080	11.080
1074	11.080	11.080
1075	11.364	11.364
1077	11.364	11.364
1078	11.364	11.364
1079	11.364	11.364
1080	11.364	11.364
1081	11.364	11.364
1083	11.364	11.364
1090	11.364	11.364
1091	11.364	11.364
1092	11.364	11.364
1093	11.364	11.364
1094	11.364	11.364
1095	11.364	11.364
1096	11.364	11.364
1097	11.364	11.364
1099	11.364	11.364
1100	11.364	11.364
1101	11.364	11.364
1102	11.364	11.364
1103	11.364	11.364
1104	11.364	11.364
1105	11.364	11.364
1106	11.364	11.364
1107	11.364	11.364
1108	11.364	11.364
1109	11.364	11.364
1110	11.364	11.364
1111	11.364	11.364
1112	11.364	11.364
1113	11.364	11.364
1114	11.364	11.364
1115	11.364	11.364
1116	11.364	11.364
1117	11.364	11.364
1118	11.364	11.364
1119	11.364	11.364
1120	11.364	11.364
1122	11.364	11.364
1123	11.364	11.364
1124	11.364	11.364
1125	11.364	11.364
1126	11.364	11.364
1127	11.364	11.364
1128	11.364	11.364
1129	11.364	11.364
1130	11.364	11.364
1131	11.364	11.364
1132	11.364	11.364
1133	11.364	11.364
1134	11.364	11.364
1135	11.364	11.364
1136	11.364	11.364
1137	11.364	11.364
1138	11.364	11.364
1139	11.364	11.364
1140	11.364	11.364
1141	11.364	11.364
1142	11.364	11.364
1143	11.648	11.648
1144	11.648	11.648
1145	11.648	11.648
1146	11.648	11.648
1147	11.648	11.648
1148	11.648	11.648
1149	11.648	11.648
1150	11.648	11.648
1151	11.648	11.648
1152	11.648	11.648
1153	11.648	11.648
1154	11.648	11.648
1155	11.648	11.648
1156	11.648	11.648
1157	11.648	11.648
1158	11.648	11.648
1159	11.648	11.648
1160	11.648	11.648
1161	11.648	11.648
1162	11.648	11.648
1163	11.648	11.648
1164	11.648	11.648
1165	11.648	11.648
1166	11.648	11.648
1167	11.648	11.648
1168	11.648	11.648
1169	11.648	11.648
1170	11.648	11.648
1171	11.648	11.648
1174	11.648	11.648
1175	11.648	11.648
1176	11.648	11.648
1177	11.648	11.648
1178	11.648	11.648
1179	11.648	11.648
1180	11.648	11.648
1181	11.648	11.648
1185	11.648	11.648
1186	11.932	11.932
1187	11.932	11.932
1190	11.932	11.932
1192	11.932	11.932
1195	11.932	11.932
1200	11.932	11.932
1201	11.932	11.932
1202	11.932	11.932
1203	11.932	11.932
1204	11.932	11.932
1205	11.932	11.932
1206	11.932	11.932
1207	11.932	11.932
1208	11.932	11.932
1209	11.932	11.932
1210	11.932	11.932
1211	11.932	11.932
1212	11.932	11.932
1213	11.932	11.932
1215	11.932	11.932
1216	11.932	11.932
1217	11.932	11.932
1218	11.932	11.932
1219	11.932	11.932
1220	11.932	11.932
1221	11.932	11.932
1223	11.932	11.932
1225	11.932	11.932
1226	11.932	11.932
1227	11.932	11.932
1228	11.932	11.932
1229	11.932	11.932
1231	11.932	11.932
1232	11.932	11.932
1233	11.932	11.932
1234	11.932	11.932
1238	11.932	11.932
1239	11.932	11.932
1240	11.932	11.932
1241	11.932	11.932
1242	11.932	11.932
1243	11.932	11.932
1244	11.932	11.932
1245	11.932	11.932
1246	11.932	11.932
1250	11.932	11.932
1256	11.932	11.932
1258	11.932	11.932
1260	11.932	11.932
1265	11.932	11.932
1266	11.932	11.932
1267	11.932	11.932
1268	11.932	11.932
1269	11.932	11.932
1270	11.932	11.932
1272	11.932	11.932
1276	11.932	11.932
1277	11.932	11.932
1278	11.932	11.932
1279	11.932	11.932
1280	11.932	11.932
1281	11.932	11.932
1282	11.932	11.932
1283	11.932	11.932
1284	11.932	11.932
1285	11.932	11.932
1286	11.932	11.932
1287	11.932	11.932
1288	11.932	11.932
1289	11.932	11.932
1290	11.932	11.932
1291	11.932	11.932
1292	11.932	11.932
1293	11.932	11.932
1294	11.932	11.932
1295	11.932	11.932
1296	11.932	11.932
1297	11.932	11.932
1298	11.932	11.932
1299	11.932	11.932
1300	11.932	11.932
1301	11.932	11.932
1302	11.932	11.932
1303	11.932	11.932
1304	11.932	11.932
1305	11.932	11.932
1306	11.932	11.932
1307	11.932	11.932
1308	11.932	11.932
1309	11.932	11.932
1310	11.932	11.932
1311	11.932	11.932
1312	11.932	11.932
1314	11.932	11.932
1315	11.932	11.932
1316	11.932	11.932
1317	11.932	11.932
1318	11.932	11.932
1320	11.932	11.932
1321	11.932	11.932
1322	11.932	11.932
1323	11.932	11.932
1324	11.932	11.932
1325	11.932	11.932
1326	11.932	11.932
1327	11.932	11.932
1328	11.932	11.932
1329	11.932	11.932
1330	11.932	11.932
1331	11.932	11.932
1332	11.932	11.932
1333	11.932	11.932
1334	11.932	11.932
1335	11.932	11.932
1336	11.932	11.932
1337	11.932	11.932
1338	11.932	11.932
1339	11.932	11.932
1340	11.932	11.932
1341	11.932	11.932
1342	11.932	11.932
1343	11.932	11.932
1344	11.932	11.932
1345	11.932	11.932
1346	11.932	11.932
1347	11.932	11.932
1348	11.932	11.932
1349	11.932	11.932
1350	11.932	11.932
1351	11.932	11.932
1352	11.932	11.932
1353	11.932	11.932
1354	11.932	11.932
1355	11.932	11.932
1356	11.932	11.932
1357	11.932	11.932
1358	11.932	11.932
1359	11.932	11.932
1361	11.932	11.932
1362	11.932	11.932
1363	11.932	11.932
1364	11.932	11.932
1365	11.932	11.932
1366	11.932	11.932
1367	11.932	11.932
1368	11.932	11.932
1369	11.932	11.932
1370	11.932	11.932
1371	11.932	11.932
1378	11.932	11.932
1379	11.932	11.932
1380	11.932	11.932
1381	11.932	11.932
1382	11.932	11.932
1383	11.932	11.932
1384	11.932	11.932
1385	11.932	11.932
1386	11.932	11.932
1387	11.932	11.932
1388	11.932	11.932
1389	11.932	11.932
1390	11.932	11.932
1391	11.932	11.932
1392	11.932	11.932
1393	11.932	11.932
1394	11.932	11.932
1395	11.932	11.932
1396	11.932	11.932
1401	11.932	11.932
1402	11.932	11.932
1403	11.932	11.932
1404	11.932	11.932
1405	11.932	11.932
1410	11.932	11.932
1411	11.932	11.932
1412	11.932	11.932
1413	11.932	11.932
1414	11.932	11.932
1415	11.932	11.932
1416	11.932	11.932
1417	11.932	11.932
1418	11.932	11.932
1419	11.932	11.932
1420	11.932	11.932
1421	11.932	11.932
1422	11.932	11.932
1423	11.932	11.932
1424	11.932	11.932
1425	11.932	11.932
1426	11.932	11.932
1427	11.932	11.932
1428	11.932	11.932
1429	11.932	11.932
1430	11.932	11.932
1431	11.932	11.932
1432	11.932	11.932
1433	11.932	11.932
1436	11.932	11.932
1437	11.932	11.932
1438	11.932	11.932
1439	11.932	11.932
1440	11.932	11.932
1441	11.932	11.932
1442	11.932	11.932
1443	11.932	11.932
1444	11.932	11.932
1445	11.932	11.932
1446	11.932	11.932
1447	11.932	11.932
1448	11.932	11.932
1449	11.932	11.932
1450	11.932	11.932
1455	11.932	11.932
1457	11.932	11.932
1458	11.932	11.932
1459	11.932	11.932
1460	11.932	11.932
1461	11.932	11.932
1462	11.932	11.932
1463	11.932	11.932
1465	11.932	11.932
1468	11.932	11.932
1469	11.932	11.932
1470	11.932	11.932
1471	11.932	11.932
1472	11.932	11.932
1473	11.932	11.932
1474	11.932	11.932
1475	11.932	11.932
1476	11.932	11.932
1477	11.932	11.932
1478	11.932	11.932
1479	11.932	11.932
1480	11.932	11.932
1481	11.932	11.932
1482	11.932	11.932
1483	11.932	11.932
1484	11.932	11.932
1485	11.932	11.932
1486	11.932	11.932
1487	11.932	11.932
1488	11.932	11.932
1489	11.932	11.932
1490	11.932	11.932
1491	11.932	11.932
1492	11.932	11.932
1493	11.932	11.932
1494	11.932	11.932
1495	11.932	11.932
1505	11.932	11.932
1506	11.932	11.932
1507	11.932	11.932
1508	11.932	11.932
1509	11.932	11.932
1510	11.932	11.932
1511	11.932	11.932
1512	11.932	11.932
1513	11.932	11.932
1515	11.932	11.932
1516	11.932	11.932
1517	11.932	11.932
1518	11.932	11.932
1519	11.932	11.932
1520	11.932	11.932
1521	11.932	11.932
1522	11.932	11.932
1523	11.932	11.932
1524	11.932	11.932
1525	11.932	11.932
1526	11.932	11.932
1527	11.932	11.932
1528	11.932	11.932
1529	11.932	11.932
1530	11.932	11.932
1531	11.932	11.932
1532	11.932	11.932
1533	11.932	11.932
1534	11.932	11.932
1535	11.932	11.932
1536	11.932	11.932
1537	11.932	11.932
1538	11.932	11.932
1541	11.932	11.932
1542	11.932	11.932
1543	11.932	11.932
1544	11.932	11.932
1545	11.932	11.932
1546	11.932	11.932
1547	11.932	11.932
1548	11.932	11.932
1549	11.932	11.932
1550	11.932	11.932
1551	11.932	11.932
1552	11.932	11.932
1553	11.932	11.932
1557	11.932	11.932
1558	11.932	11.932
1559	11.932	11.932
1560	11.932	11.932
1561	11.932	11.932
1562	11.932	11.932
1563	11.932	11.932
1564	11.932	11.932
1565	11.932	11.932
1566	11.932	11.932
1567	11.932	11.932
1568	11.932	11.932
1569	11.932	11.932
1570	11.932	11.932
1571	11.932	11.932
1572	11.932	11.932
1573	11.932	11.932
1577	11.932	11.932
1579	11.932	11.932
1580	11.932	11.932
1581	11.932	11.932
1582	11.932	11.932
1585	11.932	11.932
1586	11.932	11.932
1587	11.932	11.932
1588	11.932	11.932
1589	11.932	11.932
1590	11.932	11.932
1591	12.216	12.216
1592	12.216	12.216
1593	12.216	12.216
1594	12.216	12.216
1595	12.216	12.216
1596	12.216	12.216
1597	12.216	12.216
1598	12.216	12.216
1599	12.216	12.216
1600	12.216	12.216
1601	12.216	12.216
1602	12.216	12.216
1603	12.216	12.216
1604	12.216	12.216
1605	12.216	12.216
1606	12.216	12.216
1607	12.216	12.216
1608	12.216	12.216
1616	12.216	12.216
1617	12.216	12.216
1619	12.216	12.216
1623	12.216	12.216
1624	12.216	12.216
1625	12.216	12.216
1626	12.216	12.216
1627	12.216	12.216
1628	12.216	12.216
1629	12.216	12.216
1631	12.216	12.216
1632	12.216	12.216
1633	12.216	12.216
1641	12.216	12.216
1642	12.216	12.216
1643	12.216	12.216
1644	12.216	12.216
1651	12.216	12.216
1652	12.216	12.216
